,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,57,4,cognitive,0,low_cue,high_stim,3,0,high_stim,-1.1834156679969452
1,57,4,cognitive,0,high_cue,med_stim,5,1,med_stim,-1.0738981441592972
2,57,4,cognitive,0,low_cue,low_stim,1,2,low_stim,1.5753500970866947
3,57,4,cognitive,0,low_cue,low_stim,1,3,low_stim,0.09313247128585385
4,57,4,cognitive,0,high_cue,low_stim,4,4,low_stim,1.2300710781269715
5,57,4,cognitive,0,high_cue,med_stim,5,5,med_stim,0.6839760139815538
6,57,4,cognitive,0,high_cue,low_stim,4,6,low_stim,0.7724875027745819
7,57,4,cognitive,0,low_cue,high_stim,3,7,high_stim,0.10571035635358991
8,57,4,cognitive,0,low_cue,med_stim,2,8,med_stim,0.33116216430708645
9,57,4,cognitive,0,low_cue,med_stim,2,9,med_stim,-0.2658756714376089
10,57,4,cognitive,0,high_cue,high_stim,6,10,high_stim,-0.7033948952083648
11,57,4,cognitive,0,high_cue,high_stim,6,11,high_stim,-1.0290021465035273
