,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,57,4,vicarious,2,high_cue,low_stim,4,0,low_stim,1.1231003591522133
1,57,4,vicarious,2,low_cue,med_stim,2,1,med_stim,1.2804372166975901
2,57,4,vicarious,2,high_cue,low_stim,4,2,low_stim,0.4951609204828681
3,57,4,vicarious,2,low_cue,med_stim,2,3,med_stim,0.15324052003776306
4,57,4,vicarious,2,high_cue,high_stim,6,4,high_stim,-0.40276316278972235
5,57,4,vicarious,2,low_cue,low_stim,1,5,low_stim,-0.6869645647438876
6,57,4,vicarious,2,low_cue,high_stim,3,6,high_stim,-0.29560853985883184
7,57,4,vicarious,2,low_cue,low_stim,1,7,low_stim,-0.2863500081163223
8,57,4,vicarious,2,high_cue,high_stim,6,8,high_stim,-0.17982077991368828
9,57,4,vicarious,2,low_cue,high_stim,3,9,high_stim,-0.0528689395664555
10,57,4,vicarious,2,high_cue,med_stim,5,10,med_stim,0.193389250179492
11,57,4,vicarious,2,high_cue,med_stim,5,11,med_stim,0.420657815119685
