,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,57,4,cognitive,0,low_cue,high_stim,3,0,high_stim,-1.2240763315117316
1,57,4,cognitive,0,high_cue,med_stim,5,1,med_stim,-1.574352460664688
2,57,4,cognitive,0,low_cue,low_stim,1,2,low_stim,1.9676438618725374
3,57,4,cognitive,0,low_cue,low_stim,1,3,low_stim,0.32899860195425307
4,57,4,cognitive,0,high_cue,low_stim,4,4,low_stim,1.4222997454408253
5,57,4,cognitive,0,high_cue,med_stim,5,5,med_stim,0.80797894444304
6,57,4,cognitive,0,high_cue,low_stim,4,6,low_stim,0.8682821786740282
7,57,4,cognitive,0,low_cue,high_stim,3,7,high_stim,0.11353590918143946
8,57,4,cognitive,0,low_cue,med_stim,2,8,med_stim,0.4677156793665942
9,57,4,cognitive,0,low_cue,med_stim,2,9,med_stim,-0.18258218902823384
10,57,4,cognitive,0,high_cue,high_stim,6,10,high_stim,-0.6334976013430269
11,57,4,cognitive,0,high_cue,high_stim,6,11,high_stim,-0.9743732364886922
