onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
14.19	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l034.png	n/a	n/a	n/a	n/a	n/a
40.59	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l003.png	n/a	n/a	n/a	n/a	n/a
72.18	1.0	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png	n/a	n/a	n/a	n/a	n/a
108.98	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l049.png	n/a	n/a	n/a	n/a	n/a
145.09	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png	n/a	n/a	n/a	n/a	n/a
171.39	1.0	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l004.png	n/a	n/a	n/a	n/a	n/a
199.78	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l038.png	n/a	n/a	n/a	n/a	n/a
236.79	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h015.png	n/a	n/a	n/a	n/a	n/a
264.19	1.0	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png	n/a	n/a	n/a	n/a	n/a
298.38	1.0	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h028.png	n/a	n/a	n/a	n/a	n/a
335.98	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h009.png	n/a	n/a	n/a	n/a	n/a
366.99	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l007.png	n/a	n/a	n/a	n/a	n/a
16.0	1.97	expectrating	1	low_cue	n/a	98.07	Strongest sensation of any kind	98.07	Strongest sensation of any kind	0.57	1.4	l034.png	n/a	n/a	n/a	n/a	n/a
43.59	2.12	expectrating	2	low_cue	n/a	61.89	Strong	61.89	Strong	1.25	0.87	l003.png	n/a	n/a	n/a	n/a	n/a
75.18	1.15	expectrating	3	high_cue	n/a	65.59	Very Strong	65.59	Very Strong	0.35	0.8	h040.png	n/a	n/a	n/a	n/a	n/a
110.9	1.07	expectrating	4	low_cue	n/a	34.78	Strong	34.78	Strong	0.52	0.55	l049.png	n/a	n/a	n/a	n/a	n/a
146.79	1.24	expectrating	5	high_cue	n/a	93.22	Very Strong	93.22	Very Strong	0.42	0.82	h047.png	n/a	n/a	n/a	n/a	n/a
174.49	1.66	expectrating	6	low_cue	n/a	97.84	Very Strong	97.84	Very Strong	0.47	1.19	l004.png	n/a	n/a	n/a	n/a	n/a
202.78	1.47	expectrating	7	low_cue	n/a	97.61	Very Strong	97.61	Very Strong	0.37	1.1	l038.png	n/a	n/a	n/a	n/a	n/a
238.49	2.5	expectrating	8	high_cue	n/a	95.55	Very Strong	95.55	Very Strong	0.62	1.88	h015.png	n/a	n/a	n/a	n/a	n/a
267.19	1.69	expectrating	9	high_cue	n/a	95.05	Very Strong	95.05	Very Strong	0.45	1.24	h039.png	n/a	n/a	n/a	n/a	n/a
301.18	1.67	expectrating	10	high_cue	n/a	99.01	Strongest sensation of any kind	99.01	Strongest sensation of any kind	0.42	1.25	h028.png	n/a	n/a	n/a	n/a	n/a
338.88	1.2	expectrating	11	high_cue	n/a	75.35	Very Strong	75.35	Very Strong	0.37	0.83	h009.png	n/a	n/a	n/a	n/a	n/a
368.89	1.15	expectrating	12	low_cue	n/a	42.57	Strong	42.57	Strong	0.63	0.52	l007.png	n/a	n/a	n/a	n/a	n/a
20.61	11.42	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	20.25	23.63	28.63	31.66	success
48.22	11.84	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	47.85	51.44	56.44	59.69	success
84.11	11.86	stimulus	3	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	83.74	87.34	92.34	95.6	success
118.31	12.37	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	117.94	121.84	126.84	130.31	success
153.31	11.87	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	152.94	156.56	161.56	164.81	success
180.71	12.26	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	180.34	184.14	189.14	192.6	success
216.23	11.4	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	215.86	219.18	224.18	227.26	success
243.3	12.28	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	242.94	246.75	251.74	255.22	success
277.53	12.31	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	277.16	280.99	285.99	289.47	success
319.91	11.5	stimulus	10	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	319.54	322.93	327.93	331.04	success
343.71	11.45	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	343.34	346.66	351.66	354.79	success
380.53	11.97	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	380.16	383.8	388.8	392.12	success
