,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,26,4,vicarious,-1,low_cue,med_stim,2,0,med_stim,0.26825789998243743
1,26,4,vicarious,-1,high_cue,low_stim,4,1,low_stim,0.4005368429663041
2,26,4,vicarious,-1,high_cue,high_stim,6,2,high_stim,-0.3669663445162063
3,26,4,vicarious,-1,low_cue,med_stim,2,3,med_stim,0.009607158913745351
4,26,4,vicarious,-1,high_cue,low_stim,4,4,low_stim,-0.23978187349398042
5,26,4,vicarious,-1,low_cue,high_stim,3,5,high_stim,-0.527101295890454
6,26,4,vicarious,-1,low_cue,low_stim,1,6,low_stim,0.3071469330487398
7,26,4,vicarious,-1,high_cue,med_stim,5,7,med_stim,0.17262254992011328
8,26,4,vicarious,-1,low_cue,high_stim,3,8,high_stim,-0.6239625349957633
9,26,4,vicarious,-1,high_cue,med_stim,5,9,med_stim,0.028654801020004807
10,26,4,vicarious,-1,low_cue,low_stim,1,10,low_stim,-0.08252400132663472
11,26,4,vicarious,-1,high_cue,high_stim,6,11,high_stim,0.6900584869474176
