onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
5.69	1.0	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png	n/a	n/a	n/a	n/a	n/a
29.0	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png	n/a	n/a	n/a	n/a	n/a
59.79	1.0	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l017.png	n/a	n/a	n/a	n/a	n/a
94.89	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png	n/a	n/a	n/a	n/a	n/a
120.0	1.0	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png	n/a	n/a	n/a	n/a	n/a
162.4	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h032.png	n/a	n/a	n/a	n/a	n/a
215.4	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l022.png	n/a	n/a	n/a	n/a	n/a
251.7	1.0	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png	n/a	n/a	n/a	n/a	n/a
279.99	1.0	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png	n/a	n/a	n/a	n/a	n/a
308.4	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l004.png	n/a	n/a	n/a	n/a	n/a
341.1	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h011.png	n/a	n/a	n/a	n/a	n/a
374.29	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l056.png	n/a	n/a	n/a	n/a	n/a
8.31	1.23	expectrating	1	high_cue	n/a	131.19	Strongest sensation of any kind	131.19	Strongest sensation of any kind	0.47	0.77	h024.png	n/a	n/a	n/a	n/a	n/a
32.0	1.44	expectrating	2	low_cue	n/a	98.62	Strongest sensation of any kind	98.62	Strongest sensation of any kind	0.35	1.09	l046.png	n/a	n/a	n/a	n/a	n/a
62.19	1.75	expectrating	3	low_cue	n/a	98.43	Strongest sensation of any kind	98.43	Strongest sensation of any kind	0.48	1.27	l017.png	n/a	n/a	n/a	n/a	n/a
97.29	1.63	expectrating	4	high_cue	n/a	132.57	Strongest sensation of any kind	132.57	Strongest sensation of any kind	0.43	1.2	h039.png	n/a	n/a	n/a	n/a	n/a
123.0	1.96	expectrating	5	low_cue	n/a	106.1	Strongest sensation of any kind	106.1	Strongest sensation of any kind	0.95	1.01	l013.png	n/a	n/a	n/a	n/a	n/a
165.4	1.66	expectrating	6	high_cue	n/a	103.92	Strongest sensation of any kind	103.92	Strongest sensation of any kind	0.53	1.12	h032.png	n/a	n/a	n/a	n/a	n/a
217.6	2.15	expectrating	7	low_cue	n/a	93.92	Very Strong	93.92	Very Strong	0.43	1.72	l022.png	n/a	n/a	n/a	n/a	n/a
254.3	2.32	expectrating	8	high_cue	n/a	110.61	Strongest sensation of any kind	110.61	Strongest sensation of any kind	0.58	1.74	h014.png	n/a	n/a	n/a	n/a	n/a
