onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
8.08	1.0	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png	n/a	n/a	n/a	n/a	n/a
52.38	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l015.png	n/a	n/a	n/a	n/a	n/a
93.18	1.0	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h032.png	n/a	n/a	n/a	n/a	n/a
123.39	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l021.png	n/a	n/a	n/a	n/a	n/a
151.28	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png	n/a	n/a	n/a	n/a	n/a
188.38	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png	n/a	n/a	n/a	n/a	n/a
218.19	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a	n/a	n/a
246.19	1.0	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png	n/a	n/a	n/a	n/a	n/a
277.58	1.0	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l056.png	n/a	n/a	n/a	n/a	n/a
309.68	1.0	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png	n/a	n/a	n/a	n/a	n/a
339.19	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png	n/a	n/a	n/a	n/a	n/a
371.68	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l033.png	n/a	n/a	n/a	n/a	n/a
10.0	2.11	expectrating	1	high_cue	n/a	89.07	Very Strong	89.07	Very Strong	0.42	1.69	h044.png	n/a	n/a	n/a	n/a	n/a
54.98	1.74	expectrating	2	low_cue	n/a	6.01	Weak	6.01	Weak	0.47	1.28	l015.png	n/a	n/a	n/a	n/a	n/a
96.08	1.73	expectrating	3	high_cue	n/a	57.46	Strong	57.46	Strong	0.37	1.36	h032.png	n/a	n/a	n/a	n/a	n/a
126.69	1.32	expectrating	4	low_cue	n/a	23.51	Moderate	23.51	Moderate	0.35	0.97	l021.png	n/a	n/a	n/a	n/a	n/a
153.08	2.27	expectrating	5	high_cue	n/a	96.95	Very Strong	96.95	Very Strong	0.6	1.67	h010.png	n/a	n/a	n/a	n/a	n/a
190.48	3.27	expectrating	6	high_cue	n/a	38.26	Strong	38.26	Strong	1.08	2.19	h004.png	n/a	n/a	n/a	n/a	n/a
220.29	1.7	expectrating	7	low_cue	n/a	0.46	No sensation	0.46	No sensation	0.53	1.17	l044.png	n/a	n/a	n/a	n/a	n/a
248.69	2.39	expectrating	8	high_cue	n/a	56.44	Strong	56.44	Strong	0.87	1.52	h049.png	n/a	n/a	n/a	n/a	n/a
280.68	2.04	expectrating	9	low_cue	n/a	3.46	Weak	3.46	Weak	0.43	1.61	l056.png	n/a	n/a	n/a	n/a	n/a
311.99	1.68	expectrating	10	low_cue	n/a	5.9	Weak	5.9	Weak	0.43	1.25	l001.png	n/a	n/a	n/a	n/a	n/a
342.29	3.35	expectrating	11	high_cue	n/a	95.11	Very Strong	95.11	Very Strong	1.23	2.12	h022.png	n/a	n/a	n/a	n/a	n/a
373.98	2.69	expectrating	12	low_cue	n/a	2.1	Barely detectable	2.1	Barely detectable	0.55	2.14	l033.png	n/a	n/a	n/a	n/a	n/a
21.32	11.49	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	21.35	24.85	29.85	32.84	success
67.02	11.89	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	67.04	70.78	75.78	78.94	success
103.64	12.37	stimulus	3	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	103.68	107.66	112.66	116.05	success
132.71	12.33	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	132.75	136.71	141.71	145.08	success
165.13	11.48	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	165.17	168.59	173.59	176.65	success
196.53	11.84	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	196.56	200.22	205.22	208.4	success
228.21	12.31	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	228.24	232.13	237.13	240.55	success
