,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,28,1,vicarious,1,high_cue,med_stim,5,0,med_stim,1.9471558799371071
1,28,1,vicarious,1,low_cue,med_stim,2,1,med_stim,1.2021933475269873
2,28,1,vicarious,1,high_cue,low_stim,4,2,low_stim,0.44395960687109154
3,28,1,vicarious,1,low_cue,med_stim,2,3,med_stim,-0.4687992805650057
4,28,1,vicarious,1,high_cue,high_stim,6,4,high_stim,-0.5660172552998189
5,28,1,vicarious,1,low_cue,low_stim,1,5,low_stim,-1.031435131483244
6,28,1,vicarious,1,low_cue,high_stim,3,6,high_stim,-1.2574282657589293
7,28,1,vicarious,1,high_cue,med_stim,5,7,med_stim,-1.2365321122202442
8,28,1,vicarious,1,high_cue,low_stim,4,8,low_stim,-0.3415776898195155
9,28,1,vicarious,1,low_cue,high_stim,3,9,high_stim,0.7828764181611078
10,28,1,vicarious,1,high_cue,high_stim,6,10,high_stim,1.0102853337149276
11,28,1,vicarious,1,low_cue,low_stim,1,11,low_stim,1.1999891213230744
