,index,nifti_name,sub,ses,run,task,ev,num,onset,dur,mod,regressor,cue_type,stim_type,expect_rating,actual_rating,cue_con,stim_lin,stim_quad
0,0,sub-0044_ses-01_run-01-vicarious_ev-cue-0000,44,1,1,vicarious,cue,0,9.118949890136719,1,1,True,high_cue,high_stim,60.11115976098578,36.82380290155446,1,1,1
1,1,sub-0044_ses-01_run-01-vicarious_ev-cue-0001,44,1,1,vicarious,cue,1,45.515859842300415,1,1,True,low_cue,low_stim,60.11115976098578,36.82380290155446,1,1,1
2,2,sub-0044_ses-01_run-01-vicarious_ev-cue-0002,44,1,1,vicarious,cue,2,87.21474003791809,1,1,True,high_cue,low_stim,23.589990170743302,180.0,-1,-1,1
3,3,sub-0044_ses-01_run-01-vicarious_ev-cue-0003,44,1,1,vicarious,cue,3,129.1136999130249,1,1,True,high_cue,med_stim,23.589990170743302,180.0,-1,-1,1
4,4,sub-0044_ses-01_run-01-vicarious_ev-cue-0004,44,1,1,vicarious,cue,4,155.4068398475647,1,1,True,low_cue,low_stim,14.872212053755865,26.154335778312912,1,-1,1
5,5,sub-0044_ses-01_run-01-vicarious_ev-cue-0005,44,1,1,vicarious,cue,5,189.60292983055115,1,1,True,low_cue,high_stim,14.872212053755865,26.154335778312912,1,-1,1
6,6,sub-0044_ses-01_run-01-vicarious_ev-cue-0006,44,1,1,vicarious,cue,6,214.11206984519958,1,1,True,low_cue,med_stim,4.219095349248455,19.66926766401706,1,0,-2
7,7,sub-0044_ses-01_run-01-vicarious_ev-cue-0007,44,1,1,vicarious,cue,7,239.00467991828918,1,1,True,low_cue,med_stim,4.219095349248455,19.66926766401706,1,0,-2
8,8,sub-0044_ses-01_run-01-vicarious_ev-cue-0008,44,1,1,vicarious,cue,8,268.015499830246,1,1,True,low_cue,high_stim,54.64965010503741,24.102234501161146,-1,-1,1
9,9,sub-0044_ses-01_run-01-vicarious_ev-cue-0009,44,1,1,vicarious,cue,9,305.0126299858093,1,1,True,high_cue,low_stim,54.64965010503741,24.102234501161146,-1,-1,1
10,10,sub-0044_ses-01_run-01-vicarious_ev-cue-0010,44,1,1,vicarious,cue,10,339.2087199687958,1,1,True,high_cue,med_stim,56.4372562189076,43.53951748815636,-1,1,1
11,11,sub-0044_ses-01_run-01-vicarious_ev-cue-0011,44,1,1,vicarious,cue,11,370.10356998443604,1,1,True,high_cue,high_stim,56.4372562189076,43.53951748815636,-1,1,1
12,12,sub-0044_ses-01_run-01-vicarious_ev-stim-0000,44,1,1,vicarious,stim,0,24.599289894104004,5,1,True,high_cue,high_stim,52.16530873291592,10.676355682695798,-1,0,-2
13,13,sub-0044_ses-01_run-01-vicarious_ev-stim-0001,44,1,1,vicarious,stim,1,62.69943976402283,5,1,True,low_cue,low_stim,52.16530873291592,10.676355682695798,-1,0,-2
14,14,sub-0044_ses-01_run-01-vicarious_ev-stim-0002,44,1,1,vicarious,stim,2,106.49857997894287,5,1,True,high_cue,low_stim,54.328391223554256,45.16231055593669,-1,0,-2
15,15,sub-0044_ses-01_run-01-vicarious_ev-stim-0003,44,1,1,vicarious,stim,3,140.09897994995117,5,1,True,high_cue,med_stim,54.328391223554256,45.16231055593669,-1,0,-2
16,16,sub-0044_ses-01_run-01-vicarious_ev-stim-0004,44,1,1,vicarious,stim,4,172.5040500164032,5,1,True,low_cue,low_stim,18.943263061251518,15.315451196918463,-1,1,1
17,17,sub-0044_ses-01_run-01-vicarious_ev-stim-0005,44,1,1,vicarious,stim,5,201.69846987724304,5,1,True,low_cue,high_stim,18.943263061251518,15.315451196918463,-1,1,1
18,18,sub-0044_ses-01_run-01-vicarious_ev-stim-0006,44,1,1,vicarious,stim,6,226.0982699394226,5,1,True,low_cue,med_stim,10.859503235321997,17.998694973021554,1,-1,1
19,19,sub-0044_ses-01_run-01-vicarious_ev-stim-0007,44,1,1,vicarious,stim,7,250.49848985671997,5,1,True,low_cue,med_stim,10.859503235321997,17.998694973021554,1,-1,1
20,20,sub-0044_ses-01_run-01-vicarious_ev-stim-0008,44,1,1,vicarious,stim,8,283.6988298892975,5,1,True,low_cue,high_stim,20.905569336915512,25.947885322001557,1,0,-2
21,21,sub-0044_ses-01_run-01-vicarious_ev-stim-0009,44,1,1,vicarious,stim,9,319.0982999801636,5,1,True,high_cue,low_stim,20.905569336915512,25.947885322001557,1,0,-2
22,22,sub-0044_ses-01_run-01-vicarious_ev-stim-0010,44,1,1,vicarious,stim,10,354.3985598087311,5,1,True,high_cue,med_stim,61.0576084082825,31.396912248590453,1,1,1
23,23,sub-0044_ses-01_run-01-vicarious_ev-stim-0011,44,1,1,vicarious,stim,11,389.4986000061035,5,1,True,high_cue,high_stim,61.0576084082825,31.396912248590453,1,1,1
