param_fmriSession,param_runNum,param_counterbalanceVer,param_counterbalanceBlockNum,param_cue_type,param_administer_type,param_cond_type,param_triggerOnset,p1_fixation_onset,p1_fixation_duration,p2_cue_onset,p2_cue_type,p2_cue_filename,p3_expect_onset,p3_expect_responseonset,p3_expect_RT,p4_fixation_onset,p4_fixation_duration,p5_administer_type,p5_administer_onset,p6_actual_onset,p6_actual_responseonset,p6_actual_RT,param_end_instruct_onset,param_experimentDuration
1,3,1,2,low,49,3,7520.45127809482,7523.21208064855,3.01291475398193,7526.25723408501,low,l042.png,7527.26558837135,3.16645004805378,7527.29058750046,0,0,49,7531.38528606484,7538.49843308186,NaN,7538.52318431251,8179.75240128011,659.301123185285
1,3,1,2,low,48,1,7520.45127809482,7542.54041919685,3.81596590342997,7546.3727350573,low,l032.png,7547.38047445822,1.96649644125318,7547.4060984643,0,0,48,7551.49343136574,7558.52164345341,NaN,7558.53867202574,8179.75240128011,659.301123185285
1,3,1,2,high,48,2,7520.45127809482,7562.55597063996,3.01591275918236,7565.5882690017,high,h021.png,7566.59611101855,3.78305670690861,7566.62163213866,0,0,48,7570.99065871051,7578.01068555808,3.11649958724047,7578.02089719262,8179.75240128011,659.301123185285
1,3,1,2,low,48,1,7520.45127809482,7582.05494434571,3.01580771288263,7585.0871309101,low,l019.png,7586.09533073247,1.99990035453811,7586.12041654504,0,0,48,7590.20870323448,7597.21949491903,2.53321825947751,7597.23641385434,8179.75240128011,659.301123185285
1,3,1,2,low,48,1,7520.45127809482,7601.27161381632,0.714928105394392,7602.01948811397,low,l054.png,7603.0283895052,2.21647531047438,7603.0528239767,0,0,48,7607.13706597853,7614.1665702167,2.64984827695753,7614.18542508241,8179.75240128011,659.301123185285
1,3,1,2,high,48,2,7520.45127809482,7618.22022322204,1.21503544705047,7619.45177902255,high,h016.png,7620.45952355427,3.04977277324087,7620.48512838737,0,0,48,7624.56632701696,7631.57397163318,3.03317842829711,7631.58440578225,8179.75240128011,659.301123185285
1,3,1,2,low,49,3,7520.45127809482,7635.61819990608,3.01603238774624,7638.66732106821,low,l001.png,7639.67489007269,1.99983041368523,7639.70067691404,0,0,49,7643.78200705403,7650.78867087806,2.51655991460211,7650.79993108531,8179.75240128011,659.301123185285
1,3,1,2,high,48,2,7520.45127809482,7654.83373033994,1.41603519618184,7656.29962121222,high,h026.png,7657.30722910274,2.54973834289831,7657.33304618878,0,0,48,7661.41505305378,7668.42212545121,2.28326045352424,7668.43221556689,8179.75240128011,659.301123185285
1,3,1,2,high,48,2,7520.45127809482,7672.4660153616,1.51606303750214,7673.99858768085,high,h019.png,7675.006161006,2.06656181839753,7675.03187574616,0,0,48,7679.11389206263,7686.17143745195,2.29995957472693,7686.19786969344,8179.75240128011,659.301123185285
1,3,1,2,high,50,6,7520.45127809482,7690.23163357258,0.416055449323721,7690.69759411568,high,h053.png,7691.7053186643,1.96657313315245,7691.73088596158,0,0,50,7695.81261954417,7702.82476845932,2.2332184485067,7702.8468808405,8179.75240128011,659.301123185285
1,3,1,2,low,50,5,7520.45127809482,7706.88072816259,1.71604661895435,7708.61321790302,low,l049.png,7709.62088655297,1.74986099593116,7709.64656429738,0,0,50,7713.72853443669,7720.74122262551,2.61654103867295,7720.76252272065,8179.75240128011,659.301123185285
1,3,1,2,high,50,6,7520.45127809482,7724.79638219463,3.01602563669803,7727.8454385467,high,h010.png,7728.85283499441,1.74980185675395,7728.87883705915,0,0,50,7732.96068756989,7739.97278841758,2.84983752928929,7739.99472554156,8179.75240128011,659.301123185285
1,3,1,2,low,49,3,7520.45127809482,7744.02860256826,0.71595210428768,7744.77776226537,low,l016.png,7745.78532181839,2.04986647778151,7745.81111027998,0,0,49,7749.89168862332,7756.89886093625,2.61652213573961,7756.91042683093,8179.75240128011,659.301123185285
