,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,53,1,vicarious,2,high_cue,high_stim,6,0,high_stim,1.3378216537423853
1,53,1,vicarious,2,low_cue,high_stim,3,1,high_stim,0.7233863779509493
2,53,1,vicarious,2,high_cue,high_stim,6,2,high_stim,0.08011251294540889
3,53,1,vicarious,2,low_cue,med_stim,2,3,med_stim,-0.4043742028997859
4,53,1,vicarious,2,high_cue,low_stim,4,4,low_stim,-0.692535057712804
5,53,1,vicarious,2,high_cue,med_stim,5,5,med_stim,-1.1815207733373154
6,53,1,vicarious,2,low_cue,high_stim,3,6,high_stim,-1.0026134891078704
7,53,1,vicarious,2,high_cue,low_stim,4,7,low_stim,-1.0150989061620013
8,53,1,vicarious,2,low_cue,low_stim,1,8,low_stim,-0.7903012401918249
9,53,1,vicarious,2,high_cue,med_stim,5,9,med_stim,-0.41674569065013817
10,53,1,vicarious,2,low_cue,med_stim,2,10,med_stim,0.6296024289567324
11,53,1,vicarious,2,low_cue,low_stim,1,11,low_stim,1.9961835836304724
