,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,51,3,pain,2,high_cue,low_stim,4,1,0,low_stim,0.8552799742703008
1,51,3,pain,2,low_cue,med_stim,2,2,1,med_stim,0.24068989786105682
2,51,3,pain,2,high_cue,low_stim,4,3,2,low_stim,0.590478690007681
3,51,3,pain,2,low_cue,med_stim,2,4,3,med_stim,0.3004032313852026
4,51,3,pain,2,high_cue,high_stim,6,5,4,high_stim,-0.36393613057036067
5,51,3,pain,2,low_cue,low_stim,1,6,5,low_stim,0.27351751507466565
6,51,3,pain,2,low_cue,high_stim,3,7,6,high_stim,0.4310059863335455
7,51,3,pain,2,low_cue,low_stim,1,8,7,low_stim,0.3082071987443312
8,51,3,pain,2,high_cue,high_stim,6,9,8,high_stim,0.8853373729499825
9,51,3,pain,2,low_cue,high_stim,3,10,9,high_stim,0.5102821590433948
10,51,3,pain,2,high_cue,med_stim,5,11,10,med_stim,1.5089241734828356
11,51,3,pain,2,high_cue,med_stim,5,12,11,med_stim,-2.232102668935173
