onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
4.71	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png	n/a	n/a	n/a	n/a	n/a
33.0	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l010.png	n/a	n/a	n/a	n/a	n/a
58.0	1.0	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png	n/a	n/a	n/a	n/a	n/a
83.4	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l034.png	n/a	n/a	n/a	n/a	n/a
115.8	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png	n/a	n/a	n/a	n/a	n/a
139.59	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h009.png	n/a	n/a	n/a	n/a	n/a
167.6	1.0	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png	n/a	n/a	n/a	n/a	n/a
213.4	1.0	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png	n/a	n/a	n/a	n/a	n/a
244.1	1.0	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l051.png	n/a	n/a	n/a	n/a	n/a
275.09	1.0	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png	n/a	n/a	n/a	n/a	n/a
317.59	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l052.png	n/a	n/a	n/a	n/a	n/a
362.29	1.0	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png	n/a	n/a	n/a	n/a	n/a
7.13		expectrating	1	high_cue	n/a			55.8	Strong	0.68	3.1	h014.png	n/a	n/a	n/a	n/a	n/a
34.8	2.84	expectrating	2	low_cue	n/a	30.12	Strong	30.12	Strong	0.05	2.79	l010.png	n/a	n/a	n/a	n/a	n/a
60.11	2.75	expectrating	3	low_cue	n/a	45.82	Strong	45.82	Strong	0.03	2.72	l053.png	n/a	n/a	n/a	n/a	n/a
86.51	2.95	expectrating	4	low_cue	n/a	7.1	Weak	7.1	Weak	0.48	2.47	l034.png	n/a	n/a	n/a	n/a	n/a
118.2	3.44	expectrating	5	high_cue	n/a	63.02	Strong	63.02	Strong	0.25	3.19	h053.png	n/a	n/a	n/a	n/a	n/a
141.71	2.92	expectrating	6	high_cue	n/a	58.47	Strong	58.47	Strong	0.3	2.62	h009.png	n/a	n/a	n/a	n/a	n/a
169.7	2.44	expectrating	7	high_cue	n/a	60.63	Strong	60.63	Strong	0.3	2.14	h001.png	n/a	n/a	n/a	n/a	n/a
215.5	2.92	expectrating	8	high_cue	n/a	62.48	Strong	62.48	Strong	0.05	2.87	h044.png	n/a	n/a	n/a	n/a	n/a
247.2	2.56	expectrating	9	low_cue	n/a	26.46	Moderate	26.46	Moderate	0.28	2.28	l051.png	n/a	n/a	n/a	n/a	n/a
278.21	2.1	expectrating	10	low_cue	n/a	21.29	Moderate	21.29	Moderate	0.3	1.8	l019.png	n/a	n/a	n/a	n/a	n/a
320.01	2.87	expectrating	11	low_cue	n/a	23.38	Moderate	23.38	Moderate	0.37	2.5	l052.png	n/a	n/a	n/a	n/a	n/a
365.41	3.65	expectrating	12	high_cue	n/a	59.12	Strong	59.12	Strong	0.38	3.27	h039.png	n/a	n/a	n/a	n/a	n/a
15.78	27.68	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	15.78	19.28	24.28	27.68	success
39.93	51.83	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	39.93	43.43	48.43	51.83	success
66.75	79.12	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	66.75	70.51	75.51	79.12	success
99.93	112.76	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	99.93	103.94	108.94	112.75	success
123.64	136.0	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	123.64	127.4	132.4	136.01	success
151.24	164.06	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	151.24	155.25	160.25	164.06	success
180.54	192.44	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	180.54	184.04	189.04	192.44	success
224.63	237.45	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	224.63	228.64	233.64	237.45	success
255.83	267.74	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	255.83	259.33	264.33	267.73	success
283.35	295.72	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	283.35	287.11	292.11	295.72	success
329.64	342.46	stimulus	11	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	329.64	333.65	338.65	342.46	success
