onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
10.12	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h037.png	n/a	n/a	n/a	n/a	n/a
36.31	1.0	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h007.png	n/a	n/a	n/a	n/a	n/a
68.41	1.0	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l002.png	n/a	n/a	n/a	n/a	n/a
103.1	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png	n/a	n/a	n/a	n/a	n/a
139.62	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h050.png	n/a	n/a	n/a	n/a	n/a
175.71	1.0	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l042.png	n/a	n/a	n/a	n/a	n/a
203.11	1.0	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h021.png	n/a	n/a	n/a	n/a	n/a
235.8	1.0	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png	n/a	n/a	n/a	n/a	n/a
262.81	1.0	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png	n/a	n/a	n/a	n/a	n/a
294.61	1.0	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l052.png	n/a	n/a	n/a	n/a	n/a
333.01	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png	n/a	n/a	n/a	n/a	n/a
372.3	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png	n/a	n/a	n/a	n/a	n/a
12.44		expectrating	1	high_cue	n/a			43.0	Strong	0.67	3.6	h037.png	n/a	n/a	n/a	n/a	n/a
39.21	2.27	expectrating	2	high_cue	n/a	61.26	Strong	61.26	Strong	0.5	1.77	h007.png	n/a	n/a	n/a	n/a	n/a
71.33	2.07	expectrating	3	low_cue	n/a	1.16	Barely detectable	1.16	Barely detectable	0.03	2.04	l002.png	n/a	n/a	n/a	n/a	n/a
106.0	2.01	expectrating	4	high_cue	n/a	37.79	Strong	37.79	Strong	0.7	1.31	h047.png	n/a	n/a	n/a	n/a	n/a
141.72	2.13	expectrating	5	high_cue	n/a	36.69	Strong	36.69	Strong	0.38	1.75	h050.png	n/a	n/a	n/a	n/a	n/a
178.52	2.07	expectrating	6	low_cue	n/a	13.87	Moderate	13.87	Moderate	0.78	1.28	l042.png	n/a	n/a	n/a	n/a	n/a
205.41	1.69	expectrating	7	high_cue	n/a	86.93	Very Strong	86.93	Very Strong	0.1	1.59	h021.png	n/a	n/a	n/a	n/a	n/a
237.82	1.55	expectrating	8	high_cue	n/a	53.5	Strong	53.5	Strong	0.37	1.18	h053.png	n/a	n/a	n/a	n/a	n/a
265.01	1.6	expectrating	9	low_cue	n/a	0.0		0.0		0.37	1.23	l019.png	n/a	n/a	n/a	n/a	n/a
297.51	2.56	expectrating	10	low_cue	n/a	0.0		0.0		0.38	2.17	l052.png	n/a	n/a	n/a	n/a	n/a
335.61	2.01	expectrating	11	low_cue	n/a	2.07	Barely detectable	2.07	Barely detectable	0.08	1.92	l047.png	n/a	n/a	n/a	n/a	n/a
374.31	1.68	expectrating	12	low_cue	n/a	2.07	Barely detectable	2.07	Barely detectable	0.55	1.13	l001.png	n/a	n/a	n/a	n/a	n/a
18.28	12.14	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	17.85	21.55	26.55	29.99	success
45.53	11.7	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	45.13	48.58	53.58	56.84	success
78.56	12.05	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	78.15	81.77	86.77	90.2	success
113.28	12.61	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	112.87	116.81	121.81	125.48	success
157.85	12.61	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	157.44	161.4	166.41	170.06	success
185.76	12.62	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	185.35	189.29	194.29	197.97	success
215.63	12.12	stimulus	7	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	215.24	218.89	223.89	227.36	success
243.33	11.69	stimulus	8	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	242.93	246.34	251.34	254.63	success
270.82	12.65	stimulus	9	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	270.43	274.4	279.39	283.08	success
306.93	11.72	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	306.54	309.98	314.98	318.26	success
351.74	11.77	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	351.33	354.84	359.84	363.1	success
379.44	12.19	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	379.04	382.74	387.74	391.23	success
31.51	2.59	outcomerating	1	high_cue	med_stim	40.55	Strong	40.55	Strong	0.5	2.09	task-pain_scale.png	n/a	n/a	n/a	n/a	success
55.82	2.5	outcomerating	2	high_cue	low_stim	40.43	Strong	40.43	Strong	0.73	1.77	task-pain_scale.png	n/a	n/a	n/a	n/a	success
96.42	2.28	outcomerating	3	low_cue	med_stim	33.5	Strong	33.5	Strong	0.48	1.8	task-pain_scale.png	n/a	n/a	n/a	n/a	success
127.01	2.24	outcomerating	4	high_cue	high_stim	40.4	Strong	40.4	Strong	0.78	1.45	task-pain_scale.png	n/a	n/a	n/a	n/a	success
169.71	2.3	outcomerating	5	high_cue	high_stim	46.63	Strong	46.63	Strong	0.68	1.62	task-pain_scale.png	n/a	n/a	n/a	n/a	success
196.01	2.12	outcomerating	6	low_cue	high_stim	41.1	Strong	41.1	Strong	0.98	1.13	task-pain_scale.png	n/a	n/a	n/a	n/a	success
230.02	2.18	outcomerating	7	high_cue	med_stim	28.3	Moderate	28.3	Moderate	0.38	1.8	task-pain_scale.png	n/a	n/a	n/a	n/a	success
257.01	2.49	outcomerating	8	high_cue	low_stim	18.43	Moderate	18.43	Moderate	0.37	2.12	task-pain_scale.png	n/a	n/a	n/a	n/a	success
289.81	2.67	outcomerating	9	low_cue	high_stim	42.23	Strong	42.23	Strong	0.43	2.24	task-pain_scale.png	n/a	n/a	n/a	n/a	success
318.82	2.58	outcomerating	10	low_cue	low_stim	10.63	Moderate	10.63	Moderate	0.42	2.17	task-pain_scale.png	n/a	n/a	n/a	n/a	success
362.02	2.58	outcomerating	11	low_cue	low_stim	15.11	Moderate	15.11	Moderate	1.0	1.58	task-pain_scale.png	n/a	n/a	n/a	n/a	success
394.81	1.7	outcomerating	12	low_cue	med_stim	10.26	Moderate	10.26	Moderate	0.3	1.4	task-pain_scale.png	n/a	n/a	n/a	n/a	success
