,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,43,4,vicarious,0,low_cue,high_stim,3,0,high_stim,1.0373783993621666
1,43,4,vicarious,0,high_cue,med_stim,5,1,med_stim,0.21222384925142057
2,43,4,vicarious,0,low_cue,low_stim,1,2,low_stim,-0.5118879647048161
3,43,4,vicarious,0,low_cue,low_stim,1,3,low_stim,-0.7027706855176046
4,43,4,vicarious,0,high_cue,low_stim,4,4,low_stim,-0.7249071111549737
5,43,4,vicarious,0,high_cue,med_stim,5,5,med_stim,-0.7090861738079332
6,43,4,vicarious,0,high_cue,low_stim,4,6,low_stim,-0.5670361531518942
7,43,4,vicarious,0,low_cue,high_stim,3,7,high_stim,-0.2181751707729344
8,43,4,vicarious,0,low_cue,med_stim,2,8,med_stim,0.1715255871703923
9,43,4,vicarious,0,low_cue,med_stim,2,9,med_stim,0.5757865862349355
10,43,4,vicarious,0,high_cue,high_stim,6,10,high_stim,0.9186124359605975
11,43,4,vicarious,0,high_cue,high_stim,6,11,high_stim,0.16167334554358664
