,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,55,3,vicarious,3,high_cue,low_stim,4,0,low_stim,-0.6442549748245376
1,55,3,vicarious,3,low_cue,low_stim,1,1,low_stim,-0.9992613168486243
2,55,3,vicarious,3,low_cue,med_stim,2,2,med_stim,1.9828314696513332
3,55,3,vicarious,3,low_cue,high_stim,3,3,high_stim,0.8101791539464914
4,55,3,vicarious,3,high_cue,med_stim,5,4,med_stim,-1.7562187774209206
5,55,3,vicarious,3,high_cue,high_stim,6,5,high_stim,-0.03774695958747288
6,55,3,vicarious,3,high_cue,low_stim,4,6,low_stim,0.9524177329493688
7,55,3,vicarious,3,high_cue,high_stim,6,7,high_stim,0.41394639589096593
8,55,3,vicarious,3,low_cue,low_stim,1,8,low_stim,0.42121626334496975
9,55,3,vicarious,3,low_cue,med_stim,2,9,med_stim,0.020120484532904832
10,55,3,vicarious,3,low_cue,high_stim,3,10,high_stim,-0.16731402947909071
11,55,3,vicarious,3,high_cue,med_stim,5,11,med_stim,-0.43874192240549925
