,index,nifti_name,sub,ses,run,task,ev,num,onset,dur,mod,regressor,cue_type,stim_type,expect_rating,actual_rating,cue_con,stim_lin,stim_quad
0,0,sub-0081_ses-01_run-01-pain_ev-cue-0000,81,1,1,pain,cue,0,14.20402979850769,1,1,True,low_cue,low_stim,23.655971267625333,59.62771364235506,-1,-1,1
1,1,sub-0081_ses-01_run-01-pain_ev-cue-0001,81,1,1,pain,cue,1,43.798399925231934,1,1,True,low_cue,med_stim,23.655971267625333,59.62771364235506,-1,-1,1
2,2,sub-0081_ses-01_run-01-pain_ev-cue-0002,81,1,1,pain,cue,2,77.79441976547241,1,1,True,high_cue,med_stim,,14.872212053755865,-1,0,-2
3,3,sub-0081_ses-01_run-01-pain_ev-cue-0003,81,1,1,pain,cue,3,110.48993992805481,1,1,True,low_cue,high_stim,,14.872212053755865,-1,0,-2
4,4,sub-0081_ses-01_run-01-pain_ev-cue-0004,81,1,1,pain,cue,4,150.70493984222412,1,1,True,high_cue,med_stim,14.37560245812276,39.09385888622951,1,0,-2
5,5,sub-0081_ses-01_run-01-pain_ev-cue-0005,81,1,1,pain,cue,5,178.69870972633362,1,1,True,low_cue,high_stim,14.37560245812276,39.09385888622951,1,0,-2
6,6,sub-0081_ses-01_run-01-pain_ev-cue-0006,81,1,1,pain,cue,6,205.3919997215271,1,1,True,low_cue,low_stim,57.58155005035693,13.477822753241322,-1,1,1
7,7,sub-0081_ses-01_run-01-pain_ev-cue-0007,81,1,1,pain,cue,7,237.48729991912842,1,1,True,high_cue,high_stim,57.58155005035693,13.477822753241322,-1,1,1
8,8,sub-0081_ses-01_run-01-pain_ev-cue-0008,81,1,1,pain,cue,8,265.79785990715027,1,1,True,high_cue,high_stim,0.4696270196896475,19.018091837019885,1,0,-2
9,9,sub-0081_ses-01_run-01-pain_ev-cue-0009,81,1,1,pain,cue,9,296.6927099227905,1,1,True,high_cue,low_stim,0.4696270196896475,19.018091837019885,1,0,-2
10,10,sub-0081_ses-01_run-01-pain_ev-cue-0010,81,1,1,pain,cue,10,332.68946981430054,1,1,True,high_cue,low_stim,57.4582464400049,53.955764996927286,-1,1,1
11,11,sub-0081_ses-01_run-01-pain_ev-cue-0011,81,1,1,pain,cue,11,365.301629781723,1,1,True,low_cue,med_stim,57.4582464400049,53.955764996927286,-1,1,1
12,12,sub-0081_ses-01_run-01-pain_ev-stim-0000,81,1,1,pain,stim,0,26.77916979789734,5,1,True,low_cue,low_stim,,18.943263061251518,-1,-1,1
13,13,sub-0081_ses-01_run-01-pain_ev-stim-0001,81,1,1,pain,stim,1,57.520859718322754,5,1,True,low_cue,med_stim,,18.943263061251518,-1,-1,1
14,14,sub-0081_ses-01_run-01-pain_ev-stim-0002,81,1,1,pain,stim,2,87.61737966537476,5,1,True,high_cue,med_stim,40.34664841273162,180.0,1,1,1
15,15,sub-0081_ses-01_run-01-pain_ev-stim-0003,81,1,1,pain,stim,3,125.91964983940125,5,1,True,low_cue,high_stim,40.34664841273162,180.0,1,1,1
16,16,sub-0081_ses-01_run-01-pain_ev-stim-0004,81,1,1,pain,stim,4,160.93385982513428,5,1,True,high_cue,med_stim,,28.51872778867077,1,1,1
17,17,sub-0081_ses-01_run-01-pain_ev-stim-0005,81,1,1,pain,stim,5,190.02013993263245,5,1,True,low_cue,high_stim,,28.51872778867077,1,1,1
18,18,sub-0081_ses-01_run-01-pain_ev-stim-0006,81,1,1,pain,stim,6,219.71393942832947,5,1,True,low_cue,low_stim,,18.141878337895683,1,-1,1
19,19,sub-0081_ses-01_run-01-pain_ev-stim-0007,81,1,1,pain,stim,7,246.0274999141693,5,1,True,high_cue,high_stim,,18.141878337895683,1,-1,1
20,20,sub-0081_ses-01_run-01-pain_ev-stim-0008,81,1,1,pain,stim,8,277.02963972091675,5,1,True,high_cue,high_stim,42.81676069981752,31.08172983037792,1,-1,1
21,21,sub-0081_ses-01_run-01-pain_ev-stim-0009,81,1,1,pain,stim,9,316.1284394264221,5,1,True,high_cue,low_stim,42.81676069981752,31.08172983037792,1,-1,1
22,22,sub-0081_ses-01_run-01-pain_ev-stim-0010,81,1,1,pain,stim,10,346.53402972221375,5,1,True,high_cue,low_stim,11.492693511309966,11.720811498809493,-1,0,-2
23,23,sub-0081_ses-01_run-01-pain_ev-stim-0011,81,1,1,pain,stim,11,380.8456997871399,5,1,True,low_cue,med_stim,11.492693511309966,11.720811498809493,-1,0,-2
24,24,sub-0081_ses-01_run-01-pain_ev-rating-0nan,81,1,1,pain,rating,,"[-1633006136.7889802, -1633006115.1309004, -1633006106.0275104, -1633006083.5357904, -1633006072.0148203, -1633006055.4253004, -1633006040.4363804, -1633006016.7275403, -1633006000.4214604, -1633005979.0301504, -1633005971.0271604, -1633005952.7370105, -1633005944.4339104, -1633005920.2248805, -1633005913.6224203, -1633005894.9321203, -1633005884.0280504, -1633005864.8375604, -1633005853.3332703, -1633005825.8230104, -1633005817.2364805, -1633005794.32793, -1633005785.6246905, -1633005758.3311803]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",1,False,,,,,,,
25,25,csf,81,1,1,pain,,,,,,False,,,,,,,
26,26,white_matter,81,1,1,pain,,,,,,False,,,,,,,
27,27,trans_x,81,1,1,pain,,,,,,False,,,,,,,
28,28,trans_y,81,1,1,pain,,,,,,False,,,,,,,
29,29,trans_z,81,1,1,pain,,,,,,False,,,,,,,
30,30,rot_x,81,1,1,pain,,,,,,False,,,,,,,
31,31,rot_y,81,1,1,pain,,,,,,False,,,,,,,
32,32,rot_z,81,1,1,pain,,,,,,False,,,,,,,
33,33,dummy,81,1,1,pain,,,,,,False,,,,,,,
34,0,sub-0081_ses-01_run-02-vicarious_ev-cue-0000,81,1,2,vicarious,cue,0,8.089050054550171,1,1,True,high_cue,low_stim,23.655971267625333,59.62771364235506,1,-1,1
35,1,sub-0081_ses-01_run-02-vicarious_ev-cue-0001,81,1,2,vicarious,cue,1,52.3889000415802,1,1,True,low_cue,med_stim,23.655971267625333,59.62771364235506,1,-1,1
36,2,sub-0081_ses-01_run-02-vicarious_ev-cue-0002,81,1,2,vicarious,cue,2,93.18744993209839,1,1,True,high_cue,high_stim,0.0,14.872212053755865,-1,0,-2
37,3,sub-0081_ses-01_run-02-vicarious_ev-cue-0003,81,1,2,vicarious,cue,3,123.39871001243591,1,1,True,low_cue,high_stim,0.0,14.872212053755865,-1,0,-2
38,4,sub-0081_ses-01_run-02-vicarious_ev-cue-0004,81,1,2,vicarious,cue,4,151.29244995117188,1,1,True,high_cue,low_stim,14.37560245812276,39.09385888622951,1,1,1
39,5,sub-0081_ses-01_run-02-vicarious_ev-cue-0005,81,1,2,vicarious,cue,5,188.3896200656891,1,1,True,high_cue,med_stim,14.37560245812276,39.09385888622951,1,1,1
40,6,sub-0081_ses-01_run-02-vicarious_ev-cue-0006,81,1,2,vicarious,cue,6,218.20073008537292,1,1,True,low_cue,high_stim,57.58155005035693,13.477822753241322,-1,1,1
41,7,sub-0081_ses-01_run-02-vicarious_ev-cue-0007,81,1,2,vicarious,cue,7,246.19450998306274,1,1,True,high_cue,med_stim,57.58155005035693,13.477822753241322,-1,1,1
42,8,sub-0081_ses-01_run-02-vicarious_ev-cue-0008,81,1,2,vicarious,cue,8,277.58955001831055,1,1,True,low_cue,low_stim,0.4696270196896475,19.018091837019885,1,-1,1
43,9,sub-0081_ses-01_run-02-vicarious_ev-cue-0009,81,1,2,vicarious,cue,9,309.6848499774933,1,1,True,low_cue,low_stim,0.4696270196896475,19.018091837019885,1,-1,1
44,10,sub-0081_ses-01_run-02-vicarious_ev-cue-0010,81,1,2,vicarious,cue,10,339.1958599090576,1,1,True,high_cue,high_stim,57.4582464400049,53.955764996927286,1,0,-2
45,11,sub-0081_ses-01_run-02-vicarious_ev-cue-0011,81,1,2,vicarious,cue,11,371.69130992889404,1,1,True,low_cue,med_stim,57.4582464400049,53.955764996927286,1,0,-2
46,12,sub-0081_ses-01_run-02-vicarious_ev-stim-0000,81,1,2,vicarious,stim,0,25.284630060195923,5,1,True,high_cue,low_stim,2.570737110690529,18.943263061251518,-1,1,1
47,13,sub-0081_ses-01_run-02-vicarious_ev-stim-0001,81,1,2,vicarious,stim,1,70.98416018486023,5,1,True,low_cue,med_stim,2.570737110690529,18.943263061251518,-1,1,1
48,14,sub-0081_ses-01_run-02-vicarious_ev-stim-0002,81,1,2,vicarious,stim,2,107.58436012268066,5,1,True,high_cue,high_stim,40.34664841273162,180.0,1,0,-2
49,15,sub-0081_ses-01_run-02-vicarious_ev-stim-0003,81,1,2,vicarious,stim,3,136.68419003486633,5,1,True,low_cue,high_stim,40.34664841273162,180.0,1,0,-2
50,16,sub-0081_ses-01_run-02-vicarious_ev-stim-0004,81,1,2,vicarious,stim,4,169.08854985237122,5,1,True,high_cue,low_stim,0.0,28.51872778867077,-1,-1,1
51,17,sub-0081_ses-01_run-02-vicarious_ev-stim-0005,81,1,2,vicarious,stim,5,200.48368000984192,5,1,True,high_cue,med_stim,0.0,28.51872778867077,-1,-1,1
52,18,sub-0081_ses-01_run-02-vicarious_ev-stim-0006,81,1,2,vicarious,stim,6,232.18377995491028,5,1,True,low_cue,high_stim,2.34687429248729,18.141878337895683,-1,-1,1
53,19,sub-0081_ses-01_run-02-vicarious_ev-stim-0007,81,1,2,vicarious,stim,7,259.68342995643616,5,1,True,high_cue,med_stim,2.34687429248729,18.141878337895683,-1,-1,1
54,20,sub-0081_ses-01_run-02-vicarious_ev-stim-0008,81,1,2,vicarious,stim,8,294.48377990722656,5,1,True,low_cue,low_stim,42.81676069981752,31.08172983037792,1,1,1
55,21,sub-0081_ses-01_run-02-vicarious_ev-stim-0009,81,1,2,vicarious,stim,9,321.98347997665405,5,1,True,low_cue,low_stim,42.81676069981752,31.08172983037792,1,1,1
56,22,sub-0081_ses-01_run-02-vicarious_ev-stim-0010,81,1,2,vicarious,stim,10,356.5837700366974,5,1,True,high_cue,high_stim,11.492693511309966,11.720811498809493,-1,0,-2
57,23,sub-0081_ses-01_run-02-vicarious_ev-stim-0011,81,1,2,vicarious,stim,11,383.9834101200104,5,1,True,low_cue,med_stim,11.492693511309966,11.720811498809493,-1,0,-2
58,24,sub-0081_ses-01_run-02-vicarious_ev-rating-0nan,81,1,2,vicarious,rating,,"[-1633006601.27094, -1633006571.67657, -1633006556.2875, -1633006527.37672, -1633006515.17217, -1633006494.88127, -1633006484.57742, -1633006468.27134, -1633006458.1842499, -1633006433.5750701, -1633006420.7869701, -1633006403.7806299, -1633006390.9758499, -1633006372.0688, -1633006362.58193, -1633006342.9746203, -1633006330.58666, -1633006306.0775201, -1633006299.2749898, -1633006280.4679701, -1633006268.9803598, -1633006244.37118, -1633006237.2851999, -1633006216.4774399]","[1.81766128540039, 1.70089769363403, 2.00150346755981, 1.76753187179565, 1.77433729171753, 1.56748914718628, 2.2344410419464102, 2.40535187721252, 1.16013598442078, 1.91753530502319, 1.97044920921326, 1.24214553833008, 2.33455491065979, 3.73499393463135, 1.9883759021759, 2.61781406402588, 2.467777967453, 3.50401973724365, 3.5514893531799303, 3.2680287361145, 3.15137219429016, 3.47478628158569, 3.6182456016540496, 2.66787528991699]",1,False,,,,,,,
59,25,csf,81,1,2,vicarious,,,,,,False,,,,,,,
60,26,white_matter,81,1,2,vicarious,,,,,,False,,,,,,,
61,27,trans_x,81,1,2,vicarious,,,,,,False,,,,,,,
62,28,trans_y,81,1,2,vicarious,,,,,,False,,,,,,,
63,29,trans_z,81,1,2,vicarious,,,,,,False,,,,,,,
64,30,rot_x,81,1,2,vicarious,,,,,,False,,,,,,,
65,31,rot_y,81,1,2,vicarious,,,,,,False,,,,,,,
66,32,rot_z,81,1,2,vicarious,,,,,,False,,,,,,,
67,33,dummy,81,1,2,vicarious,,,,,,False,,,,,,,
68,0,sub-0081_ses-01_run-03-cognitive_ev-cue-0000,81,1,3,cognitive,cue,0,3.886380195617676,1,1,True,high_cue,med_stim,48.08093588657312,42.24284336734394,1,0,-2
69,1,sub-0081_ses-01_run-03-cognitive_ev-cue-0001,81,1,3,cognitive,cue,1,36.19843006134033,1,1,True,low_cue,med_stim,48.08093588657312,42.24284336734394,1,0,-2
70,2,sub-0081_ses-01_run-03-cognitive_ev-cue-0002,81,1,3,cognitive,cue,2,63.59197020530701,1,1,True,high_cue,low_stim,0.7345210342548154,42.72239104166592,-1,0,-2
71,3,sub-0081_ses-01_run-03-cognitive_ev-cue-0003,81,1,3,cognitive,cue,3,103.49019026756287,1,1,True,low_cue,med_stim,0.7345210342548154,42.72239104166592,-1,0,-2
72,4,sub-0081_ses-01_run-03-cognitive_ev-cue-0004,81,1,3,cognitive,cue,4,139.00343012809753,1,1,True,high_cue,high_stim,73.45483547778984,19.88516511385544,1,-1,1
73,5,sub-0081_ses-01_run-03-cognitive_ev-cue-0005,81,1,3,cognitive,cue,5,190.58934020996094,1,1,True,low_cue,low_stim,73.45483547778984,19.88516511385544,1,-1,1
74,6,sub-0081_ses-01_run-03-cognitive_ev-cue-0006,81,1,3,cognitive,cue,6,219.2000002861023,1,1,True,low_cue,high_stim,0.0,14.26071158302656,-1,0,-2
75,7,sub-0081_ses-01_run-03-cognitive_ev-cue-0007,81,1,3,cognitive,cue,7,252.59579014778137,1,1,True,high_cue,med_stim,0.0,14.26071158302656,-1,0,-2
76,8,sub-0081_ses-01_run-03-cognitive_ev-cue-0008,81,1,3,cognitive,cue,8,281.68997025489807,1,1,True,high_cue,low_stim,41.25093547765204,33.244937240300544,1,1,1
77,9,sub-0081_ses-01_run-03-cognitive_ev-cue-0009,81,1,3,cognitive,cue,9,312.18468022346497,1,1,True,low_cue,high_stim,41.25093547765204,33.244937240300544,1,1,1
78,10,sub-0081_ses-01_run-03-cognitive_ev-cue-0010,81,1,3,cognitive,cue,10,348.79833006858826,1,1,True,high_cue,high_stim,4.592212010919773,39.74619724873775,-1,-1,1
79,11,sub-0081_ses-01_run-03-cognitive_ev-cue-0011,81,1,3,cognitive,cue,11,375.5916602611542,1,1,True,low_cue,low_stim,4.592212010919773,39.74619724873775,-1,-1,1
80,12,sub-0081_ses-01_run-03-cognitive_ev-stim-0000,81,1,3,cognitive,stim,0,21.60891056060791,5,1,True,high_cue,med_stim,0.0,21.28640511365909,-1,1,1
81,13,sub-0081_ses-01_run-03-cognitive_ev-stim-0001,81,1,3,cognitive,stim,1,47.58526015281677,5,1,True,low_cue,med_stim,0.0,21.28640511365909,-1,1,1
82,14,sub-0081_ses-01_run-03-cognitive_ev-stim-0002,81,1,3,cognitive,stim,2,79.79727005958557,5,1,True,high_cue,low_stim,35.02970238945124,46.14249942304433,1,0,-2
83,15,sub-0081_ses-01_run-03-cognitive_ev-stim-0003,81,1,3,cognitive,stim,3,120.89593005180359,5,1,True,low_cue,med_stim,35.02970238945124,46.14249942304433,1,0,-2
84,16,sub-0081_ses-01_run-03-cognitive_ev-stim-0004,81,1,3,cognitive,stim,4,159.4936602115631,5,1,True,high_cue,high_stim,44.18849931628812,10.222168633636125,1,-1,1
85,17,sub-0081_ses-01_run-03-cognitive_ev-stim-0005,81,1,3,cognitive,stim,5,205.49415016174316,5,1,True,low_cue,low_stim,44.18849931628812,10.222168633636125,1,-1,1
86,18,sub-0081_ses-01_run-03-cognitive_ev-stim-0006,81,1,3,cognitive,stim,6,233.4045603275299,5,1,True,low_cue,high_stim,0.6930603027112446,22.86705629977269,-1,1,1
87,19,sub-0081_ses-01_run-03-cognitive_ev-stim-0007,81,1,3,cognitive,stim,7,265.5998902320862,5,1,True,high_cue,med_stim,0.6930603027112446,22.86705629977269,-1,1,1
88,20,sub-0081_ses-01_run-03-cognitive_ev-stim-0008,81,1,3,cognitive,stim,8,292.1931502819061,5,1,True,high_cue,low_stim,40.249945166859575,44.51307875218688,1,1,1
89,21,sub-0081_ses-01_run-03-cognitive_ev-stim-0009,81,1,3,cognitive,stim,9,332.69158005714417,5,1,True,low_cue,high_stim,40.249945166859575,44.51307875218688,1,1,1
