onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
4.7	1.0	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h027.png	n/a	n/a	n/a	n/a	n/a
37.19	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png	n/a	n/a	n/a	n/a	n/a
62.2	1.0	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l055.png	n/a	n/a	n/a	n/a	n/a
91.8	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l048.png	n/a	n/a	n/a	n/a	n/a
120.09	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h011.png	n/a	n/a	n/a	n/a	n/a
149.3	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h041.png	n/a	n/a	n/a	n/a	n/a
178.59	1.0	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png	n/a	n/a	n/a	n/a	n/a
218.99	1.0	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png	n/a	n/a	n/a	n/a	n/a
245.5	1.0	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l039.png	n/a	n/a	n/a	n/a	n/a
276.4	1.0	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png	n/a	n/a	n/a	n/a	n/a
323.0	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l028.png	n/a	n/a	n/a	n/a	n/a
362.3	1.0	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h031.png	n/a	n/a	n/a	n/a	n/a
7.11	2.92	expectrating	1	high_cue	n/a	54.65	Strong	54.65	Strong	1.13	1.79	h027.png	n/a	n/a	n/a	n/a	n/a
39.01	1.91	expectrating	2	low_cue	n/a	1.39	Barely detectable	1.39	Barely detectable	0.97	0.94	l029.png	n/a	n/a	n/a	n/a	n/a
64.3	3.28	expectrating	3	low_cue	n/a	20.69	Moderate	20.69	Moderate	1.33	1.95	l055.png	n/a	n/a	n/a	n/a	n/a
94.9	2.44	expectrating	4	low_cue	n/a	1.39	Barely detectable	1.39	Barely detectable	1.47	0.97	l048.png	n/a	n/a	n/a	n/a	n/a
122.51	2.07	expectrating	5	high_cue	n/a	69.3	Very Strong	69.3	Very Strong	0.7	1.37	h011.png	n/a	n/a	n/a	n/a	n/a
151.4	2.23	expectrating	6	high_cue	n/a	73.39	Very Strong	73.39	Very Strong	0.95	1.28	h041.png	n/a	n/a	n/a	n/a	n/a
180.7		expectrating	7	high_cue	n/a			93.92	Very Strong	2.92	3.82	h022.png	n/a	n/a	n/a	n/a	n/a
221.09	1.86	expectrating	8	high_cue	n/a	74.12	Very Strong	74.12	Very Strong	0.57	1.29	h001.png	n/a	n/a	n/a	n/a	n/a
248.6	2.32	expectrating	9	low_cue	n/a	20.77	Moderate	20.77	Moderate	0.8	1.52	l039.png	n/a	n/a	n/a	n/a	n/a
279.5	2.14	expectrating	10	low_cue	n/a	38.8	Strong	38.8	Strong	0.68	1.45	l053.png	n/a	n/a	n/a	n/a	n/a
325.4	2.58	expectrating	11	low_cue	n/a	5.57	Weak	5.57	Weak	1.02	1.57	l028.png	n/a	n/a	n/a	n/a	n/a
365.4	2.37	expectrating	12	high_cue	n/a	3.0	Barely detectable	3.0	Barely detectable	0.7	1.67	h031.png	n/a	n/a	n/a	n/a	n/a
19.94	31.84	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	19.94	23.44	28.44	31.84	success
44.14	56.04	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	44.14	47.64	52.64	56.04	success
75.13	87.5	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	75.13	78.89	83.89	87.5	success
104.15	116.97	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	104.15	108.16	113.16	116.97	success
132.13	144.5	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	132.13	135.89	140.89	144.5	success
160.96	173.78	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	160.96	164.97	169.97	173.78	success
187.33	199.23	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	187.33	190.83	195.83	199.23	success
226.04	238.86	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	226.04	230.05	235.05	238.86	success
257.23	269.14	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	257.23	260.73	265.73	269.13	success
288.84	301.21	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	288.84	292.6	297.6	301.21	success
330.85	343.67	stimulus	11	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	330.85	334.86	339.86	343.67	success
375.53	387.89	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	375.53	379.29	384.29	387.9	success
31.31	1.95	outcomerating	1	high_cue	low_stim	96.93	Very Strong	96.93	Very Strong	0.82	1.13	task-pain_scale.png	n/a	n/a	n/a	n/a	success
57.3	3.92	outcomerating	2	low_cue	low_stim	45.16	Strong	45.16	Strong	1.07	2.85	task-pain_scale.png	n/a	n/a	n/a	n/a	success
86.69		outcomerating	3	low_cue	med_stim			75.46	Very Strong	1.4	2.58	task-pain_scale.png	n/a	n/a	n/a	n/a	success
115.4	2.3	outcomerating	4	low_cue	high_stim	126.4	Strongest sensation of any kind	126.4	Strongest sensation of any kind	1.0	1.3	task-pain_scale.png	n/a	n/a	n/a	n/a	success
144.7	3.6	outcomerating	5	high_cue	med_stim	100.18	Strongest sensation of any kind	100.18	Strongest sensation of any kind	1.03	2.57	task-pain_scale.png	n/a	n/a	n/a	n/a	success
172.61		outcomerating	6	high_cue	high_stim			95.98	Very Strong	0.87	2.95	task-pain_scale.png	n/a	n/a	n/a	n/a	success
207.21	3.42	outcomerating	7	high_cue	low_stim	34.9	Strong	34.9	Strong	1.0	2.42	task-pain_scale.png	n/a	n/a	n/a	n/a	success
240.6	2.83	outcomerating	8	high_cue	high_stim	65.08	Very Strong	65.08	Very Strong	0.78	2.05	task-pain_scale.png	n/a	n/a	n/a	n/a	success
270.5	3.99	outcomerating	9	low_cue	low_stim	73.96	Very Strong	73.96	Very Strong	1.13	2.86	task-pain_scale.png	n/a	n/a	n/a	n/a	success
302.01	2.63	outcomerating	10	low_cue	med_stim	66.62	Very Strong	66.62	Very Strong	0.9	1.73	task-pain_scale.png	n/a	n/a	n/a	n/a	success
341.21	3.02	outcomerating	11	low_cue	high_stim	62.31	Strong	62.31	Strong	0.87	2.15	task-pain_scale.png	n/a	n/a	n/a	n/a	success
394.11	2.5	outcomerating	12	high_cue	med_stim	36.36	Strong	36.36	Strong	0.57	1.93	task-pain_scale.png	n/a	n/a	n/a	n/a	success
