onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
14.22	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l034.png	n/a	n/a	n/a	n/a	n/a
40.61	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l003.png	n/a	n/a	n/a	n/a	n/a
72.2	1.0	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png	n/a	n/a	n/a	n/a	n/a
109.0	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l049.png	n/a	n/a	n/a	n/a	n/a
145.12	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png	n/a	n/a	n/a	n/a	n/a
171.41	1.0	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l004.png	n/a	n/a	n/a	n/a	n/a
199.8	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l038.png	n/a	n/a	n/a	n/a	n/a
236.82	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h015.png	n/a	n/a	n/a	n/a	n/a
264.21	1.0	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png	n/a	n/a	n/a	n/a	n/a
298.41	1.0	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h028.png	n/a	n/a	n/a	n/a	n/a
336.0	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h009.png	n/a	n/a	n/a	n/a	n/a
367.01	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l007.png	n/a	n/a	n/a	n/a	n/a
16.07	3.17	expectrating	1	low_cue	n/a	80.5	Very Strong	80.5	Very Strong	0.83	2.33	l034.png	n/a	n/a	n/a	n/a	n/a
43.61	2.67	expectrating	2	low_cue	n/a	92.53	Very Strong	92.53	Very Strong	0.73	1.93	l003.png	n/a	n/a	n/a	n/a	n/a
75.22	1.94	expectrating	3	high_cue	n/a	91.43	Very Strong	91.43	Very Strong	0.47	1.47	h040.png	n/a	n/a	n/a	n/a	n/a
110.92	3.32	expectrating	4	low_cue	n/a	91.4	Very Strong	91.4	Very Strong	1.3	2.02	l049.png	n/a	n/a	n/a	n/a	n/a
146.82	3.47	expectrating	5	high_cue	n/a	112.88	Strongest sensation of any kind	112.88	Strongest sensation of any kind	0.83	2.63	h047.png	n/a	n/a	n/a	n/a	n/a
174.51	2.42	expectrating	6	low_cue	n/a	86.9	Very Strong	86.9	Very Strong	0.83	1.58	l004.png	n/a	n/a	n/a	n/a	n/a
202.8	2.84	expectrating	7	low_cue	n/a	99.77	Strongest sensation of any kind	99.77	Strongest sensation of any kind	0.7	2.14	l038.png	n/a	n/a	n/a	n/a	n/a
238.52	2.72	expectrating	8	high_cue	n/a	93.92	Very Strong	93.92	Very Strong	1.05	1.67	h015.png	n/a	n/a	n/a	n/a	n/a
267.21	2.62	expectrating	9	high_cue	n/a	103.42	Strongest sensation of any kind	103.42	Strongest sensation of any kind	0.95	1.67	h039.png	n/a	n/a	n/a	n/a	n/a
301.21	1.89	expectrating	10	high_cue	n/a	120.66	Strongest sensation of any kind	120.66	Strongest sensation of any kind	0.52	1.37	h028.png	n/a	n/a	n/a	n/a	n/a
338.9	2.84	expectrating	11	high_cue	n/a	98.75	Strongest sensation of any kind	98.75	Strongest sensation of any kind	0.83	2.01	h009.png	n/a	n/a	n/a	n/a	n/a
