,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,53,3,pain,6,high_cue,low_stim,4,1,0,low_stim,0.006408893643538481
1,53,3,pain,6,low_cue,med_stim,2,2,1,med_stim,0.006429961651111239
2,53,3,pain,6,high_cue,low_stim,4,3,2,low_stim,0.006429961651111239
3,53,3,pain,6,low_cue,med_stim,2,4,3,med_stim,0.0064077240721501765
4,53,3,pain,6,high_cue,high_stim,6,5,4,high_stim,0.006421764997268526
5,53,3,pain,6,low_cue,low_stim,1,6,5,low_stim,0.006426448247827608
6,53,3,pain,6,low_cue,high_stim,3,7,6,high_stim,0.006417083217776713
7,53,3,pain,6,low_cue,low_stim,1,8,7,low_stim,0.006433475881831495
8,53,3,pain,6,high_cue,high_stim,6,9,8,high_stim,0.006420594414481492
9,53,3,pain,6,low_cue,high_stim,3,10,9,high_stim,0.006445195959947608
10,53,3,pain,6,high_cue,med_stim,5,11,10,med_stim,0.0064077240721501765
11,53,3,pain,6,high_cue,med_stim,5,12,11,med_stim,0.006405385205220982
