onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
14.19	1.0	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l011.png	n/a	n/a	n/a	n/a	n/a
43.81	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l052.png	n/a	n/a	n/a	n/a	n/a
77.8	1.0	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png	n/a	n/a	n/a	n/a	n/a
110.5	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png	n/a	n/a	n/a	n/a	n/a
150.7	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h030.png	n/a	n/a	n/a	n/a	n/a
178.71	1.0	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l038.png	n/a	n/a	n/a	n/a	n/a
205.4	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l042.png	n/a	n/a	n/a	n/a	n/a
237.49	1.0	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h017.png	n/a	n/a	n/a	n/a	n/a
265.81	1.0	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h023.png	n/a	n/a	n/a	n/a	n/a
296.7	1.0	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h035.png	n/a	n/a	n/a	n/a	n/a
332.7	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png	n/a	n/a	n/a	n/a	n/a
365.29	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png	n/a	n/a	n/a	n/a	n/a
16.01	3.08	expectrating	1	low_cue	n/a	47.93	Strong	47.93	Strong	0.32	2.77	l011.png	n/a	n/a	n/a	n/a	n/a
46.81	1.75	expectrating	2	low_cue	n/a	10.41	Moderate	10.41	Moderate	0.32	1.44	l052.png	n/a	n/a	n/a	n/a	n/a
80.8	2.07	expectrating	3	high_cue	n/a	78.87	Very Strong	78.87	Very Strong	0.32	1.76	h049.png	n/a	n/a	n/a	n/a	n/a
112.4	2.6	expectrating	4	low_cue	n/a	20.69	Moderate	20.69	Moderate	0.43	2.17	l030.png	n/a	n/a	n/a	n/a	n/a
152.41	2.88	expectrating	5	high_cue	n/a	55.8	Strong	55.8	Strong	0.55	2.33	h030.png	n/a	n/a	n/a	n/a	n/a
181.81	1.8	expectrating	6	low_cue	n/a	14.87	Moderate	14.87	Moderate	0.45	1.35	l038.png	n/a	n/a	n/a	n/a	n/a
208.4	2.11	expectrating	7	low_cue	n/a	54.19	Strong	54.19	Strong	0.58	1.53	l042.png	n/a	n/a	n/a	n/a	n/a
239.2	2.55	expectrating	8	high_cue	n/a	96.7	Very Strong	96.7	Very Strong	0.62	1.93	h017.png	n/a	n/a	n/a	n/a	n/a
268.81	2.35	expectrating	9	high_cue	n/a	79.86	Very Strong	79.86	Very Strong	0.55	1.8	h023.png	n/a	n/a	n/a	n/a	n/a
299.5	2.56	expectrating	10	high_cue	n/a	89.07	Very Strong	89.07	Very Strong	0.53	2.02	h035.png	n/a	n/a	n/a	n/a	n/a
