,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,74,3,vicarious,6,high_cue,high_stim,6,0,high_stim,2.103637231903709
1,74,3,vicarious,6,low_cue,high_stim,3,1,high_stim,-0.6180528023290888
2,74,3,vicarious,6,low_cue,high_stim,3,2,high_stim,-0.8002690884566918
3,74,3,vicarious,6,high_cue,high_stim,6,3,high_stim,-0.9268802350795458
4,74,3,vicarious,6,low_cue,low_stim,1,4,low_stim,-1.0540836150287998
5,74,3,vicarious,6,high_cue,low_stim,4,5,low_stim,-1.28597853900831
6,74,3,vicarious,6,low_cue,med_stim,2,6,med_stim,0.8256663238406335
7,74,3,vicarious,6,high_cue,med_stim,5,7,med_stim,0.6343502676844955
8,74,3,vicarious,6,high_cue,med_stim,5,8,med_stim,0.4463381827733863
9,74,3,vicarious,6,low_cue,med_stim,2,9,med_stim,0.27793210779428684
10,74,3,vicarious,6,high_cue,low_stim,4,10,low_stim,0.0790760833039152
11,74,3,vicarious,6,low_cue,low_stim,1,11,low_stim,-0.06288358049389904
