,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,34,4,vicarious,-2,low_cue,low_stim,1,0,low_stim,-0.6667485561835561
1,34,4,vicarious,-2,low_cue,med_stim,2,1,med_stim,-1.1486805403606546
2,34,4,vicarious,-2,high_cue,med_stim,5,2,med_stim,-0.7261098225090341
3,34,4,vicarious,-2,low_cue,high_stim,3,3,high_stim,0.9964967757367712
4,34,4,vicarious,-2,high_cue,med_stim,5,4,med_stim,2.0372187345194486
5,34,4,vicarious,-2,low_cue,high_stim,3,5,high_stim,0.01987447674220454
6,34,4,vicarious,-2,low_cue,low_stim,1,6,low_stim,-0.22956829219856492
7,34,4,vicarious,-2,high_cue,high_stim,6,7,high_stim,0.08420752891990213
8,34,4,vicarious,-2,high_cue,high_stim,6,8,high_stim,-0.5993144034973993
9,34,4,vicarious,-2,high_cue,low_stim,4,9,low_stim,-0.6921114042239682
10,34,4,vicarious,-2,high_cue,low_stim,4,10,low_stim,0.22121524935785336
11,34,4,vicarious,-2,low_cue,med_stim,2,11,med_stim,0.4923692735213848
