,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,34,4,vicarious,-2,low_cue,low_stim,1,0,low_stim,-0.37499773150622817
1,34,4,vicarious,-2,low_cue,med_stim,2,1,med_stim,-0.9001467095718835
2,34,4,vicarious,-2,high_cue,med_stim,5,2,med_stim,-1.4191862859478135
3,34,4,vicarious,-2,low_cue,high_stim,3,3,high_stim,0.9241792573012843
4,34,4,vicarious,-2,high_cue,med_stim,5,4,med_stim,2.281759575788309
5,34,4,vicarious,-2,low_cue,high_stim,3,5,high_stim,0.1404022440165554
6,34,4,vicarious,-2,low_cue,low_stim,1,6,low_stim,-0.09130013261851111
7,34,4,vicarious,-2,high_cue,high_stim,6,7,high_stim,0.39279418585331327
8,34,4,vicarious,-2,high_cue,high_stim,6,8,high_stim,-0.49945644502779607
9,34,4,vicarious,-2,high_cue,low_stim,4,9,low_stim,-1.233976489112167
10,34,4,vicarious,-2,high_cue,low_stim,4,10,low_stim,0.7133415875370451
11,34,4,vicarious,-2,low_cue,med_stim,2,11,med_stim,0.183878539952275
