,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,76,1,vicarious,5,high_cue,low_stim,4,0,low_stim,0.7754455297742768
1,76,1,vicarious,5,low_cue,med_stim,2,1,med_stim,-0.2978857603313642
2,76,1,vicarious,5,high_cue,high_stim,6,2,high_stim,-0.5481680281450073
3,76,1,vicarious,5,low_cue,high_stim,3,3,high_stim,-0.638580269986948
4,76,1,vicarious,5,high_cue,low_stim,4,4,low_stim,-0.962393438395713
5,76,1,vicarious,5,high_cue,med_stim,5,5,med_stim,-0.8214164757188162
6,76,1,vicarious,5,low_cue,high_stim,3,6,high_stim,-0.5905506995093899
7,76,1,vicarious,5,high_cue,med_stim,5,7,med_stim,-0.13056106345957177
8,76,1,vicarious,5,low_cue,low_stim,1,8,low_stim,0.07553992474831986
9,76,1,vicarious,5,low_cue,low_stim,1,9,low_stim,0.04227583948131641
10,76,1,vicarious,5,high_cue,high_stim,6,10,high_stim,0.557791340541142
11,76,1,vicarious,5,low_cue,med_stim,2,11,med_stim,1.1546432622584912
