,index,nifti_name,sub,ses,run,task,ev,num,onset,dur,mod,regressor,cue_type,stim_type,expect_rating,actual_rating,cue_con,stim_lin,stim_quad
0,0,sub-0008_ses-01_run-01-vicarious_ev-cue-0000,8,1,1,vicarious,cue,0,3.909449815750122,1,1,True,high_cue,med_stim,55.10187643897051,33.56087771219283,1,0,-2
1,1,sub-0008_ses-01_run-01-vicarious_ev-cue-0001,8,1,1,vicarious,cue,1,36.20497989654541,1,1,True,low_cue,med_stim,55.10187643897051,33.56087771219283,1,0,-2
2,2,sub-0008_ses-01_run-01-vicarious_ev-cue-0002,8,1,1,vicarious,cue,2,63.59865999221802,1,1,True,high_cue,low_stim,49.548042409125415,36.17962044797895,-1,0,-2
3,3,sub-0008_ses-01_run-01-vicarious_ev-cue-0003,8,1,1,vicarious,cue,3,103.49707007408142,1,1,True,low_cue,med_stim,49.548042409125415,36.17962044797895,-1,0,-2
4,4,sub-0008_ses-01_run-01-vicarious_ev-cue-0004,8,1,1,vicarious,cue,4,139.010479927063,1,1,True,high_cue,high_stim,54.51602020496816,34.07719528013074,1,-1,1
5,5,sub-0008_ses-01_run-01-vicarious_ev-cue-0005,8,1,1,vicarious,cue,5,190.59663009643555,1,1,True,low_cue,low_stim,54.51602020496816,34.07719528013074,1,-1,1
6,6,sub-0008_ses-01_run-01-vicarious_ev-cue-0006,8,1,1,vicarious,cue,6,219.20743989944458,1,1,True,low_cue,high_stim,39.305569282244605,29.03228396794557,-1,0,-2
7,7,sub-0008_ses-01_run-01-vicarious_ev-cue-0007,8,1,1,vicarious,cue,7,252.6033899784088,1,1,True,high_cue,med_stim,39.305569282244605,29.03228396794557,-1,0,-2
8,8,sub-0008_ses-01_run-01-vicarious_ev-cue-0008,8,1,1,vicarious,cue,8,281.69771003723145,1,1,True,high_cue,low_stim,50.89460814703554,34.33021719550333,1,1,1
9,9,sub-0008_ses-01_run-01-vicarious_ev-cue-0009,8,1,1,vicarious,cue,9,312.19256019592285,1,1,True,low_cue,high_stim,50.89460814703554,34.33021719550333,1,1,1
10,10,sub-0008_ses-01_run-01-vicarious_ev-cue-0010,8,1,1,vicarious,cue,10,348.80639004707336,1,1,True,high_cue,high_stim,24.7107994622302,38.33752289340374,-1,-1,1
11,11,sub-0008_ses-01_run-01-vicarious_ev-cue-0011,8,1,1,vicarious,cue,11,375.599839925766,1,1,True,low_cue,low_stim,24.7107994622302,38.33752289340374,-1,-1,1
12,12,sub-0008_ses-01_run-01-vicarious_ev-stim-0000,8,1,1,vicarious,stim,0,21.592299938201904,5,1,True,high_cue,med_stim,60.02605133976395,29.03228396794557,-1,1,1
13,13,sub-0008_ses-01_run-01-vicarious_ev-stim-0001,8,1,1,vicarious,stim,1,47.59231996536255,5,1,True,low_cue,med_stim,60.02605133976395,29.03228396794557,-1,1,1
14,14,sub-0008_ses-01_run-01-vicarious_ev-stim-0002,8,1,1,vicarious,stim,2,79.79206991195679,5,1,True,high_cue,low_stim,43.63607246839708,31.637793430058032,1,0,-2
15,15,sub-0008_ses-01_run-01-vicarious_ev-stim-0003,8,1,1,vicarious,stim,3,120.89224004745483,5,1,True,low_cue,med_stim,43.63607246839708,31.637793430058032,1,0,-2
16,16,sub-0008_ses-01_run-01-vicarious_ev-stim-0004,8,1,1,vicarious,stim,4,159.49711990356445,5,1,True,high_cue,high_stim,24.19625258779125,23.259220945528288,1,-1,1
17,17,sub-0008_ses-01_run-01-vicarious_ev-stim-0005,8,1,1,vicarious,stim,5,205.49140000343323,5,1,True,low_cue,low_stim,24.19625258779125,23.259220945528288,1,-1,1
18,18,sub-0008_ses-01_run-01-vicarious_ev-stim-0006,8,1,1,vicarious,stim,6,233.39141988754272,5,1,True,low_cue,high_stim,54.87293949371515,33.88126519061457,-1,1,1
19,19,sub-0008_ses-01_run-01-vicarious_ev-stim-0007,8,1,1,vicarious,stim,7,265.5913200378418,5,1,True,high_cue,med_stim,54.87293949371515,33.88126519061457,-1,1,1
20,20,sub-0008_ses-01_run-01-vicarious_ev-stim-0008,8,1,1,vicarious,stim,8,292.1914300918579,5,1,True,high_cue,low_stim,51.19641342910433,21.20281864380967,1,1,1
21,21,sub-0008_ses-01_run-01-vicarious_ev-stim-0009,8,1,1,vicarious,stim,9,332.6911098957062,5,1,True,low_cue,high_stim,51.19641342910433,21.20281864380967,1,1,1
22,22,sub-0008_ses-01_run-01-vicarious_ev-stim-0010,8,1,1,vicarious,stim,10,359.1912798881531,5,1,True,high_cue,high_stim,37.51261180285636,30.80526238720912,-1,-1,1
23,23,sub-0008_ses-01_run-01-vicarious_ev-stim-0011,8,1,1,vicarious,stim,11,389.19110012054443,5,1,True,low_cue,low_stim,37.51261180285636,30.80526238720912,-1,-1,1
24,24,sub-0008_ses-01_run-01-vicarious_ev-rating-0nan,8,1,1,vicarious,rating,,"[-1614877873.91312, -1614877849.3205, -1614877840.934, -1614877823.32734, -1614877813.52364, -1614877788.73094, -1614877773.6419098, -1614877747.83216, -1614877736.72797, -1614877709.33429, -1614877686.64238, -1614877667.5351598, -1614877658.6318, -1614877636.1232998, -1614877625.43593, -1614877606.12864, -1614877596.34161, -1614877572.53261, -1614877563.52921, -1614877537.6361, -1614877529.13289, -1614877511.32616, -1614877500.1386, -1614877484.33263]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.37133121490479, 3.50888061523438, 4.0, 4.0, 2.10668706893921, 2.2009699344635, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.45124053955078, 4.0, 3.1392612457275404, 2.67661738395691, 2.16777443885803, 2.12301278114319]",1,False,,,,,,,
25,25,csf,8,1,1,vicarious,,,,,,False,,,,,,,
26,26,white_matter,8,1,1,vicarious,,,,,,False,,,,,,,
27,27,trans_x,8,1,1,vicarious,,,,,,False,,,,,,,
28,28,trans_y,8,1,1,vicarious,,,,,,False,,,,,,,
29,29,trans_z,8,1,1,vicarious,,,,,,False,,,,,,,
30,30,rot_x,8,1,1,vicarious,,,,,,False,,,,,,,
31,31,rot_y,8,1,1,vicarious,,,,,,False,,,,,,,
32,32,rot_z,8,1,1,vicarious,,,,,,False,,,,,,,
33,33,dummy,8,1,1,vicarious,,,,,,False,,,,,,,
34,0,sub-0008_ses-01_run-02-cognitive_ev-cue-0000,8,1,2,cognitive,cue,0,5.687399864196777,1,1,True,high_cue,high_stim,52.66990518617729,95.31989391780684,1,1,1
35,1,sub-0008_ses-01_run-02-cognitive_ev-cue-0001,8,1,2,cognitive,cue,1,28.9962100982666,1,1,True,low_cue,high_stim,52.66990518617729,95.31989391780684,1,1,1
36,2,sub-0008_ses-01_run-02-cognitive_ev-cue-0002,8,1,2,cognitive,cue,2,59.791239976882935,1,1,True,low_cue,high_stim,33.305107275024945,45.163235397418944,-1,1,1
37,3,sub-0008_ses-01_run-02-cognitive_ev-cue-0003,8,1,2,cognitive,cue,3,94.88790988922119,1,1,True,high_cue,high_stim,33.305107275024945,45.163235397418944,-1,1,1
38,4,sub-0008_ses-01_run-02-cognitive_ev-cue-0004,8,1,2,cognitive,cue,4,119.99744987487793,1,1,True,low_cue,low_stim,47.92734799174088,74.72451308609988,-1,1,1
39,5,sub-0008_ses-01_run-02-cognitive_ev-cue-0005,8,1,2,cognitive,cue,5,162.39688992500305,1,1,True,high_cue,low_stim,47.92734799174088,74.72451308609988,-1,1,1
40,6,sub-0008_ses-01_run-02-cognitive_ev-cue-0006,8,1,2,cognitive,cue,6,215.38367009162903,1,1,True,low_cue,med_stim,58.79948539601936,100.6763556826958,1,1,1
41,7,sub-0008_ses-01_run-02-cognitive_ev-cue-0007,8,1,2,cognitive,cue,7,251.69744992256165,1,1,True,high_cue,med_stim,58.79948539601936,100.6763556826958,1,1,1
42,8,sub-0008_ses-01_run-02-cognitive_ev-cue-0008,8,1,2,cognitive,cue,8,279.9915199279785,1,1,True,high_cue,med_stim,24.19625258779125,21.80140948635181,-1,-1,1
43,9,sub-0008_ses-01_run-02-cognitive_ev-cue-0009,8,1,2,cognitive,cue,9,308.3856198787689,1,1,True,low_cue,med_stim,24.19625258779125,21.80140948635181,-1,-1,1
