,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,61,1,vicarious,2,high_cue,low_stim,4,0,low_stim,1.0931437875007237
1,61,1,vicarious,2,low_cue,med_stim,2,1,med_stim,0.11513545432476133
2,61,1,vicarious,2,high_cue,high_stim,6,2,high_stim,-0.5885735353683855
3,61,1,vicarious,2,low_cue,high_stim,3,3,high_stim,-0.947918532076339
4,61,1,vicarious,2,high_cue,low_stim,4,4,low_stim,-1.1468164872729827
5,61,1,vicarious,2,high_cue,med_stim,5,5,med_stim,-1.1168331251496146
6,61,1,vicarious,2,low_cue,high_stim,3,6,high_stim,-0.9452201786103995
7,61,1,vicarious,2,high_cue,med_stim,5,7,med_stim,-0.5977665575789408
8,61,1,vicarious,2,low_cue,low_stim,1,8,low_stim,-0.06052537170522497
9,61,1,vicarious,2,low_cue,low_stim,1,9,low_stim,0.37805961931307736
10,61,1,vicarious,2,high_cue,high_stim,6,10,high_stim,1.0600921987787226
11,61,1,vicarious,2,low_cue,med_stim,2,11,med_stim,1.6153069195242906
