onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
4.99	1.0	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a	n/a	n/a
37.4	1.0	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png	n/a	n/a	n/a	n/a	n/a
70.7	1.0	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l055.png	n/a	n/a	n/a	n/a	n/a
100.19	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png	n/a	n/a	n/a	n/a	n/a
132.61	0.98	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png	n/a	n/a	n/a	n/a	n/a
165.3	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png	n/a	n/a	n/a	n/a	n/a
199.4	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l015.png	n/a	n/a	n/a	n/a	n/a
236.4	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png	n/a	n/a	n/a	n/a	n/a
266.51	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h015.png	n/a	n/a	n/a	n/a	n/a
304.5	1.0	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h027.png	n/a	n/a	n/a	n/a	n/a
335.9	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png	n/a	n/a	n/a	n/a	n/a
371.2	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l021.png	n/a	n/a	n/a	n/a	n/a
7.61	1.55	expectrating	1	low_cue	n/a	20.94	Moderate	20.94	Moderate	0.08	1.47	l044.png	n/a	n/a	n/a	n/a	n/a
39.7	1.72	expectrating	2	high_cue	n/a	43.53	Strong	43.53	Strong	0.48	1.24	h047.png	n/a	n/a	n/a	n/a	n/a
73.0	1.62	expectrating	3	low_cue	n/a	29.86	Strong	29.86	Strong	0.32	1.31	l055.png	n/a	n/a	n/a	n/a	n/a
102.8	1.75	expectrating	4	high_cue	n/a	45.16	Strong	45.16	Strong	0.43	1.32	h033.png	n/a	n/a	n/a	n/a	n/a
135.21	1.4	expectrating	5	low_cue	n/a	18.73	Moderate	18.73	Moderate	0.15	1.25	l043.png	n/a	n/a	n/a	n/a	n/a
167.6	1.59	expectrating	6	high_cue	n/a	39.13	Strong	39.13	Strong	0.17	1.42	h053.png	n/a	n/a	n/a	n/a	n/a
201.8	2.06	expectrating	7	low_cue	n/a	30.88	Strong	30.88	Strong	0.55	1.51	l015.png	n/a	n/a	n/a	n/a	n/a
239.1	1.72	expectrating	8	low_cue	n/a	41.52	Strong	41.52	Strong	0.6	1.12	l053.png	n/a	n/a	n/a	n/a	n/a
269.71	2.03	expectrating	9	high_cue	n/a	35.46	Strong	35.46	Strong	0.48	1.55	h015.png	n/a	n/a	n/a	n/a	n/a
307.4	2.1	expectrating	10	high_cue	n/a	33.56	Strong	33.56	Strong	0.32	1.79	h027.png	n/a	n/a	n/a	n/a	n/a
338.3	2.03	expectrating	11	high_cue	n/a	31.2	Strong	31.2	Strong	0.1	1.93	h010.png	n/a	n/a	n/a	n/a	n/a
373.1	1.13	expectrating	12	low_cue	n/a	28.13	Moderate	28.13	Moderate	0.13	1.0	l021.png	n/a	n/a	n/a	n/a	n/a
16.83	13.42	stimulus	1	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	16.44	20.81	25.81	29.86	success
50.03	12.96	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	49.64	53.73	58.74	62.6	success
77.93	12.44	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	77.54	81.3	86.3	89.98	success
108.24	12.45	stimulus	4	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	107.86	111.6	116.6	120.31	success
145.55	12.95	stimulus	5	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	145.17	149.23	154.23	158.12	success
177.83	13.51	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	177.44	181.81	186.81	190.95	success
212.11	12.5	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	211.74	215.54	220.54	224.24	success
245.41	13.57	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	245.04	249.44	254.44	258.61	success
278.24	13.58	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	277.84	282.25	287.25	291.42	success
317.62	13.07	stimulus	10	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	317.24	321.35	326.35	330.31	success
344.62	12.5	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	344.24	348.02	353.02	356.74	success
