,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,44,4,vicarious,3,low_cue,low_stim,1,0,low_stim,0.5995345973300248
1,44,4,vicarious,3,low_cue,med_stim,2,1,med_stim,0.43048515993696734
2,44,4,vicarious,3,low_cue,low_stim,1,2,low_stim,0.2430279915284763
3,44,4,vicarious,3,low_cue,high_stim,3,3,high_stim,0.39551768130184595
4,44,4,vicarious,3,high_cue,med_stim,5,4,med_stim,-1.018567041699306
5,44,4,vicarious,3,high_cue,high_stim,6,5,high_stim,-1.427132565285118
6,44,4,vicarious,3,high_cue,med_stim,5,6,med_stim,-0.7656613021061038
7,44,4,vicarious,3,high_cue,low_stim,4,7,low_stim,-1.0257789497904581
8,44,4,vicarious,3,high_cue,low_stim,4,8,low_stim,-0.5161780301093836
9,44,4,vicarious,3,high_cue,high_stim,6,9,high_stim,-0.4486172758854791
10,44,4,vicarious,3,low_cue,med_stim,2,10,med_stim,0.6566894469255521
11,44,4,vicarious,3,low_cue,high_stim,3,11,high_stim,1.684729269278383
