,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,64,3,vicarious,4,high_cue,med_stim,5,0,med_stim,0.7476668902417591
1,64,3,vicarious,4,high_cue,high_stim,6,1,high_stim,0.7629551317354427
2,64,3,vicarious,4,low_cue,high_stim,3,2,high_stim,0.48697274669360985
3,64,3,vicarious,4,high_cue,low_stim,4,3,low_stim,0.013082142939570792
4,64,3,vicarious,4,high_cue,med_stim,5,4,med_stim,-0.5465904021888337
5,64,3,vicarious,4,low_cue,low_stim,1,5,low_stim,-0.9276617079973619
6,64,3,vicarious,4,low_cue,med_stim,2,6,med_stim,-0.9541864779860735
7,64,3,vicarious,4,low_cue,med_stim,2,7,med_stim,-1.1704084364030702
8,64,3,vicarious,4,high_cue,high_stim,6,8,high_stim,-1.3752936017396913
9,64,3,vicarious,4,low_cue,low_stim,1,9,low_stim,0.3281703032713472
10,64,3,vicarious,4,high_cue,low_stim,4,10,low_stim,1.1550824964194242
11,64,3,vicarious,4,low_cue,high_stim,3,11,high_stim,1.3716273313892193
