,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,58,1,vicarious,6,low_cue,med_stim,2,0,med_stim,-0.95005703993741
1,58,1,vicarious,6,low_cue,low_stim,1,1,low_stim,0.604918723397892
2,58,1,vicarious,6,low_cue,high_stim,3,2,high_stim,-0.28033934660269677
3,58,1,vicarious,6,high_cue,low_stim,4,3,low_stim,1.7846575159877671
4,58,1,vicarious,6,high_cue,med_stim,5,4,med_stim,-0.26790652676682525
5,58,1,vicarious,6,high_cue,high_stim,6,5,high_stim,-1.1659930404243453
6,58,1,vicarious,6,high_cue,low_stim,4,6,low_stim,-1.2391028998614932
7,58,1,vicarious,6,low_cue,high_stim,3,7,high_stim,-0.8738640656332687
8,58,1,vicarious,6,high_cue,high_stim,6,8,high_stim,-0.022458972882623992
9,58,1,vicarious,6,low_cue,med_stim,2,9,med_stim,-0.05954640119454659
10,58,1,vicarious,6,high_cue,med_stim,5,10,med_stim,0.4693632751537833
11,58,1,vicarious,6,low_cue,low_stim,1,11,low_stim,1.2588974212631638
