,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,58,1,vicarious,3,low_cue,med_stim,2,0,med_stim,1.2845133065369825
1,58,1,vicarious,3,low_cue,low_stim,1,1,low_stim,0.41283935010290007
2,58,1,vicarious,3,low_cue,high_stim,3,2,high_stim,-0.4253015002573863
3,58,1,vicarious,3,high_cue,low_stim,4,3,low_stim,-0.7877020568358089
4,58,1,vicarious,3,high_cue,med_stim,5,4,med_stim,-1.1008343849349582
5,58,1,vicarious,3,high_cue,high_stim,6,5,high_stim,-0.842693572755127
6,58,1,vicarious,3,high_cue,low_stim,4,6,low_stim,-0.9872724993185779
7,58,1,vicarious,3,low_cue,high_stim,3,7,high_stim,1.0314116403845706
8,58,1,vicarious,3,high_cue,high_stim,6,8,high_stim,1.8382280216952596
9,58,1,vicarious,3,low_cue,med_stim,2,9,med_stim,0.13740579436647288
10,58,1,vicarious,3,high_cue,med_stim,5,10,med_stim,-0.6230974201101857
11,58,1,vicarious,3,low_cue,low_stim,1,11,low_stim,1.582569432678567
