,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,58,1,vicarious,6,low_cue,med_stim,2,0,med_stim,-1.0218042877381388
1,58,1,vicarious,6,low_cue,low_stim,1,1,low_stim,-0.3079993509154091
2,58,1,vicarious,6,low_cue,high_stim,3,2,high_stim,-0.04091595540440337
3,58,1,vicarious,6,high_cue,low_stim,4,3,low_stim,2.439221007340525
4,58,1,vicarious,6,high_cue,med_stim,5,4,med_stim,-0.08175557770925237
5,58,1,vicarious,6,high_cue,high_stim,6,5,high_stim,-1.0460031352713604
6,58,1,vicarious,6,high_cue,low_stim,4,6,low_stim,-1.568635677858017
7,58,1,vicarious,6,low_cue,high_stim,3,7,high_stim,-1.1240425787293766
8,58,1,vicarious,6,high_cue,high_stim,6,8,high_stim,0.1486714087988973
9,58,1,vicarious,6,low_cue,med_stim,2,9,med_stim,-0.1258589854445432
10,58,1,vicarious,6,high_cue,med_stim,5,10,med_stim,0.34534172168163435
11,58,1,vicarious,6,low_cue,low_stim,1,11,low_stim,1.1873380796710122
