,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,41,4,vicarious,1,low_cue,low_stim,1,0,low_stim,-0.01473772822459559
1,41,4,vicarious,1,low_cue,med_stim,2,1,med_stim,-0.3549856186346737
2,41,4,vicarious,1,high_cue,med_stim,5,2,med_stim,-0.7433022280325424
3,41,4,vicarious,1,low_cue,high_stim,3,3,high_stim,-0.16126720020852722
4,41,4,vicarious,1,high_cue,med_stim,5,4,med_stim,1.9423461482352715
5,41,4,vicarious,1,low_cue,high_stim,3,5,high_stim,-0.2525921913439992
6,41,4,vicarious,1,low_cue,low_stim,1,6,low_stim,-0.317769282613795
7,41,4,vicarious,1,high_cue,high_stim,6,7,high_stim,0.570332265451432
8,41,4,vicarious,1,high_cue,high_stim,6,8,high_stim,0.4142437998021836
9,41,4,vicarious,1,high_cue,low_stim,4,9,low_stim,-0.6526027092122225
10,41,4,vicarious,1,high_cue,low_stim,4,10,low_stim,-0.2836167138731518
11,41,4,vicarious,1,low_cue,med_stim,2,11,med_stim,0.3828622823017165
