subject,nps,nps_corr,nps_cosine,npspos,npspos_corr,npspos_cosine,npsneg,npsneg_corr,npsneg_cosine,pos_nps_vermis,pos_nps_vermis_corr,pos_nps_vermis_cosine,pos_nps_rIns,pos_nps_rIns_corr,pos_nps_rIns_cosine,pos_nps_rV1,pos_nps_rV1_corr,pos_nps_rV1_cosine,pos_nps_rThal,pos_nps_rThal_corr,pos_nps_rThal_cosine,pos_nps_lIns,pos_nps_lIns_corr,pos_nps_lIns_cosine,pos_nps_rdpIns,pos_nps_rdpIns_corr,pos_nps_rdpIns_cosine,pos_nps_rS2_Op,pos_nps_rS2_Op_corr,pos_nps_rS2_Op_cosine,pos_nps_dACC,pos_nps_dACC_corr,pos_nps_dACC_cosine,neg_nps_rLOC,neg_nps_rLOC_corr,neg_nps_rLOC_cosine,neg_nps_lLOC,neg_nps_lLOC_corr,neg_nps_lLOC_cosine,neg_nps_rpLOC,neg_nps_rpLOC_corr,neg_nps_rpLOC_cosine,neg_nps_pgACC,neg_nps_pgACC_corr,neg_nps_pgACC_cosine,neg_nps_lSTS,neg_nps_lSTS_corr,neg_nps_lSTS_cosine,neg_nps_rIPL,neg_nps_rIPL_corr,neg_nps_rIPL_cosine,neg_nps_PCC,neg_nps_PCC_corr,neg_nps_PCC_cosine
sub-0013,0.394403348118451,-0.0106165558834753,0.00219554159543934,1.09348273581356,-0.0467982418261118,0.054064377972893,-0.13621627375422,0.0406662103820474,-0.017458225469088,0.271513918615753,0.070206639563715,0.885078735304573,0.999556188145725,-0.00494379656631749,0.339480923374356,-0.612148758118694,-0.461781940126111,-0.922110573095072,0.0390403497149695,-0.193354120166434,0.241481071250776,-0.569540440939946,0.131644962866893,-0.596249112475844,0.590048964623052,0.801147463896674,0.957059260807567,0.0780678203787561,-0.0710628791719865,0.347648925796531,0.0937152578673466,-0.0140094288409897,0.0434362176871518,-0.503343522900765,-0.161956293093146,-0.912925488540863,0.101674902112171,-0.299710154830998,0.410794969990789,0.454463995998184,-0.0676325531764421,0.881233094494258,0.170729960195153,-0.252394062876411,0.395846727558093,-0.10968918310081,-0.168411543620362,-0.163463679342455,-0.223973757988069,0.340955959738382,-0.687402207085338,0.0677142877942998,-0.365220157112326,0.300012483209061
sub-0014,6.42214055687624,0.0268906362315193,0.0390645485095462,3.9280980159464,0.10461536554956,0.232498549855001,-3.77600612572492,-0.0114516293816602,-0.36491625419979,0.151905836386317,-0.193195424358622,0.656326945980913,1.54044936973885,0.303899890302233,0.728143447000549,0.116991253308561,-0.674709538877956,0.342229955972986,0.388187819167739,-0.017866549502979,0.718418013882418,0.00291012193510116,0.0583734628477502,0.00833664331869554,0.0895640593408914,0.0767797277015822,0.519006017015008,0.282990178677608,-0.125464190824351,0.803812380159457,0.344638525135055,0.390909979159076,0.15372131086628,-0.783488756296672,-0.239657584923813,-0.908692751139753,-0.170199023317233,0.0246661332795253,-0.735863228782867,-0.45081556373876,-0.212656071799507,-0.799625094216641,0.445761470406538,0.5286360779865,0.90089581151143,-0.634987193406438,-0.446545011133276,-0.904535827864634,-0.671860052546814,-0.0938270641112091,-0.863466375078702,-0.309907160287177,-0.340023962594724,-0.834995045245078
sub-0018,28.5462463683231,0.0521028931932129,0.075302374402398,19.8304045382889,-0.0337703077960925,0.436009152794986,-7.07962751033101,0.0515460504343358,-0.406849492730269,0.700625201156547,-0.26920652500009,0.946340132252185,3.53265529687055,-0.0280060195891254,0.755112006053973,0.356933922741072,-0.218302570137475,0.740125064895177,0.862415889685553,-0.207550669574502,0.869095196531351,1.46390582935284,-0.364368678475158,0.756210140935278,0.175649356262915,-0.404947283703007,0.463511708013255,1.49988612966116,0.543609551584754,0.947711880020582,5.40613244931349,0.164011995497945,0.7721969953147,-0.926909115834299,-0.145179666727897,-0.916141038963181,-0.733447738101292,-0.665697608207633,-0.943910879670619,-0.625340130294758,-0.220752708198678,-0.892714963434975,-0.141680739213376,-0.581898884408153,-0.313052140489502,-0.64812034540441,-0.199359642339512,-0.775085007876124,-0.552416535968253,0.198662811738741,-0.854622312686771,-1.32238121167141,0.282683331114534,-0.880441729243558
sub-0019,6.37030222340087,0.00231966350251281,0.0346904126980043,7.16914715839246,-0.0214467933677124,0.346701461312958,-4.84601635804472,-0.0552377244122985,-0.476255520427032,0.252063649666132,0.260405518174621,0.94951980879472,0.776121521949107,0.0939781981595333,0.45704659746992,0.256337327612529,0.079278755995224,0.787478173128454,0.357360479362824,0.185411112034164,0.883382301669436,0.417989919383421,0.341522318869051,0.650347478501829,0.372591510576682,0.523807712995671,0.893964833624576,0.0519137081865731,-0.184732250537294,0.117503345955537,2.64363368794831,-0.0465379002700312,0.708422764359337,-0.747096573248476,-0.554580182212355,-0.929919117559517,-0.202349181909398,-0.527072548433552,-0.949508728448724,-0.97225483356095,-0.0220566606261988,-0.896619107867678,-0.221472920318534,-0.0563544379798316,-0.828271674589441,-0.240861889591112,0.246700670055046,-0.733229340675821,-0.382275592910233,0.439286025824072,-0.780703794436919,-0.593400136166536,-0.328118843500614,-0.929798657307363
sub-0024,6.79844760022199,0.0424915952612941,0.0462934294055314,1.42624393877631,-0.0810714572840313,0.0942364389037119,-0.665458838912058,-0.0905809974875784,-0.146460389714025,0.242399898700771,0.216266418711605,0.943130858473651,-0.404260337668997,-0.260613145499116,-0.228183169434725,-0.145455995201257,-0.767153744356328,-0.574864155809056,0.256192114805105,-0.165118064761923,0.63520783486902,0.844610660269994,0.462857139905634,0.862350176024564,-0.0891787964311001,-0.0588224310102446,-0.258873255158017,0.24462404520919,-0.40519041571737,0.741755735985324,0.110946200937781,0.127643926327005,0.0756745150946042,0.0341206332750085,0.304016893856991,0.181600865029726,0.0755341250634855,0.536462356505127,0.792446949806761,-0.11370640007151,-0.651288302536154,-0.386842964833861,-0.0935124822463106,0.062591276474458,-0.435807106423026,-0.227063357487961,0.449818017427746,-0.626614669491118,-0.137087113299182,0.391604355963858,-0.652110096070682,-0.0276238099334593,-0.394063674592837,-0.120268245966569
sub-0026,-2.14507561536086,-0.038529472768269,-0.0137903006767886,2.34836212976188,0.0280707616675248,0.165299394084856,-3.67076459734972,-0.118228253107384,-0.383974632042015,-0.207333540652589,-0.161852236655004,-0.824340105318401,-0.401514359145249,0.132104886517336,-0.266137545962231,0.614029685462303,0.682607221657682,0.865742695676141,0.158919707754756,-0.175042999148398,0.542775980341622,0.192205719143463,-0.365103822406706,0.447154940691451,0.141765090810635,0.496443393387248,0.793261446291679,0.399185320263164,-0.069756179773406,0.828564345277938,0.632879712083563,-0.0266768220324285,0.324103886353091,-0.0510141670987544,0.0154860479476541,-0.138537170077292,-0.103143087849882,-0.318722115547345,-0.811531475981921,-0.38334605335609,0.366590178036247,-0.819404446037944,-0.231447389495762,-0.493603802257408,-0.703142602987003,-1.50887949643272,-0.503035994377488,-0.865566480874261,-0.12886584748994,-0.308030068991487,-0.818726915060319,-0.179982835867686,0.34416178307556,-0.680998263348411
sub-0028,-27.4644396538327,-0.067855401396367,-0.0737699422241302,-9.82520875763147,-0.119594401295806,-0.266941842970615,-3.84961699979515,-0.129195043711393,-0.231627322844842,-0.0863537161374593,0.457050491771004,-0.369294728233645,-4.77015311380765,0.0333473474999432,-0.794018503775535,1.12967401328738,0.657196212686222,0.83742177561145,0.201077079773709,-0.100329517489448,0.478537416147219,-0.158073697173119,-0.455513508338565,-0.111443557323357,-0.461460975175742,-0.594206240285403,-0.550014885515748,-0.651453178156234,-0.332144243444436,-0.804766051136805,-2.67732100949745,-0.366052718846151,-0.630838837853032,0.0482075945313719,-0.131599770398315,0.103112264601559,0.270187876739454,-0.551560337048449,0.59433903464212,-0.702356100524684,0.229115335820758,-0.727792223314383,0.132360522875494,-0.409270942011455,0.157975922555249,-2.12840881153831,-0.520382216102089,-0.85587338768125,-0.394684968533849,0.236188048623334,-0.76727356508999,0.0849209164209258,0.328708049841899,0.191629800155197
sub-0032,13.5942532090933,0.0739032341478125,0.0719130376257787,5.11705833156238,0.08217818732799,0.246212599864194,0.281599013263426,0.0174168990282264,0.0321834510895684,-0.0515793936388984,0.320258110986956,-0.195135252679178,0.547620704805471,-0.042816348035324,0.223395725109913,0.203137719122058,0.78572827643666,0.305704133712057,0.296552893646851,0.0504742188801292,0.6587250768752,0.420688807191017,-0.412095266333648,0.515814387429998,0.129919296027254,-0.0426505559247623,0.522788094730498,0.597462087283632,0.385402267151113,0.928958825119132,1.59645407702943,0.168394730940117,0.582618545565919,0.138151817137456,0.461675444473557,0.440395216029374,-0.261074148731198,-0.200955156790908,-0.815404659589969,0.630801618540845,-0.143170886456598,0.712638370629477,-0.550182583005749,0.0491464489920246,-0.76946358322235,-0.0150044721532693,-0.191188819012857,-0.020405717745872,-0.0616091300750774,-0.210096360485161,-0.341442998772015,0.247173195498494,0.335283479933253,0.47469222331429
sub-0033,6.85471781578347,-0.000797998731985297,0.0305449336094028,11.1065664321276,0.170634468244174,0.523173582527942,-4.951760348078,-0.0854527827394015,-0.477413160657153,0.13216695618502,-0.0115044020922112,0.607923010674296,2.56941430281901,0.262007379926952,0.840378109486897,0.800857920617016,0.578945041474727,0.952472447715944,0.622540692021874,0.392393347317421,0.941162763051396,0.880414529740854,-0.00326224471832303,0.818341299096962,0.375274242135163,0.272980316753013,0.891980126410234,0.206431397535872,0.377636072486168,0.683581512780838,2.32357414730647,0.131712436808477,0.756480063556249,-0.530492878173731,-0.157815006787542,-0.884542393067322,-0.573470274800243,-0.144699562107272,-0.885512285224568,-0.510630179672824,-0.34684650005397,-0.809507397795868,-0.422586817413713,0.210103997134776,-0.785579894738355,-0.700469744198225,-0.661052425127023,-0.737669706482497,-0.502269203725545,0.247514496836946,-0.816439779520038,-0.24815705452219,0.135586474749259,-0.744477312754819
sub-0035,26.7573485041356,0.094927185596787,0.108945280270312,15.3949680416187,0.0758824361127632,0.459019412330019,-3.35500854293214,0.0326567145072693,-0.349638403999091,0.116010820312222,-0.161250453175463,0.432866466369182,3.98279704932818,0.0373452250887512,0.663476977010015,0.884416335799603,0.420840060594514,0.775063456868023,0.420231047300675,0.0746336608494413,0.742165373601043,0.542225820106899,-0.444280175957328,0.627225086232607,0.539911547582008,-0.368866544933522,0.790503591707643,0.894546636774606,-0.110947112313385,0.792328055724164,3.5611082636111,0.0305572495889265,0.7955981588069,-0.267176208906641,-0.292692390126381,-0.622881418410467,-0.153448243417958,-0.188291277027194,-0.684335907420375,-0.769844403688589,0.313119453241151,-0.88477819612886,-0.441314817584896,0.0982802625010791,-0.674677165021724,-0.448526100145347,0.186733421966081,-0.710518719322934,0.083074093948558,0.566183237739451,0.584918946214432,-0.306698537399851,0.332942292275067,-0.599176676635107
sub-0036,-20.9843531881014,-0.0320383319495828,-0.0605747005616054,-18.7511163004102,-0.111481695550156,-0.474497764810828,10.2530781095983,0.100787073852455,0.49340676883893,-0.038588717796351,0.568248520987421,-0.275654255327239,-4.48976076738926,0.124515610943911,-0.769660127132361,-0.973079807682929,0.148847859043992,-0.821906268374638,-0.732023182884648,-0.0652728681065181,-0.842047058619098,-0.530570813525631,-0.590368911703992,-0.432982479631501,-0.521664217223818,-0.158778272104082,-0.760809897368004,-1.05340240597363,0.224524527051872,-0.871967863608084,-4.89559725494809,0.0350792004462782,-0.716813961070779,0.867518688285055,0.526367704732299,0.838853582371276,1.20661223362427,0.703785092028347,0.980873578057145,1.27246890176755,0.439490129765413,0.90605320736046,0.187035569805441,0.36911091884768,0.623976304479607,2.45834392429909,0.563039550277402,0.929256763854256,0.469586997748536,0.287563908344233,0.871171924153086,0.664572632429815,0.159006390727926,0.919063349467051
sub-0037,4.45910917416994,0.0469271771124038,0.0304257921093771,1.45483232281765,0.117223145822644,0.112993942543409,1.20307381618008,0.00553220945334817,0.197620486244593,-0.142484765650294,0.669559174334999,-0.583677254171756,1.05116512991108,-0.0460888919238703,0.664123360609928,-0.235581869924334,0.255235636853052,-0.63388283009683,-0.0804570698040784,-0.404442606018146,-0.37815813217978,0.145193683773415,0.174699169209993,0.384009341214074,0.0100368683618621,0.396501271072013,0.0623907907245116,-0.0114655816558731,-0.20192347666044,-0.0910319734471158,0.38134451591056,0.138368474713911,0.240558929074211,-0.282189073361635,0.39503394541147,-0.601577905983885,0.0737853849810853,-0.130901932954916,0.485721134486261,0.180021855357693,-0.300732895634923,0.559534572940868,0.187139838335467,0.488633846482538,0.763005552903397,0.248834379245609,-0.0607565939589062,0.846414276349492,0.327924297331554,0.820480271942978,0.884449371523012,0.0552800913938207,0.0240424077138017,0.303182398109272
sub-0038,-6.34069083281484,-0.0397656869220814,-0.0269154874131214,-0.46393090396072,0.0350362196978303,-0.0224431977869512,-0.494247648940869,0.15885366102265,-0.0369848001063535,0.560719590834024,0.162262442249348,0.94801621627347,-0.822565080593423,0.0732016578096154,-0.324639240390987,0.525713059387084,0.748280973949129,0.922412963639728,-0.00027467575748492,0.0140475403972682,-0.000821868004189137,-0.485748768575526,-0.48284748866823,-0.675147214433814,-0.330627474067445,0.212868532391645,-0.781909941198895,-0.487120629548015,-0.112463250165929,-0.870500302440365,0.549116694718517,0.0442697331645005,0.326464574814529,-0.582217284139198,-0.560948993164578,-0.940089857023712,0.0996923274873612,-0.250834189158896,0.499451092574881,0.365613130407116,0.496343691192605,0.757002649306467,0.355252492776683,-0.258002789288977,0.501436049743373,1.00314678437702,0.332559564619246,0.829798502025104,-0.345225787109088,0.501385955640825,-0.653026977459103,-1.18183182662631,-0.264748004401298,-0.962085309015453
