onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
4.11	1.02	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png	n/a	n/a	n/a	n/a	n/a
33.5	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png	n/a	n/a	n/a	n/a	n/a
71.6	1.0	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h036.png	n/a	n/a	n/a	n/a	n/a
105.6	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png	n/a	n/a	n/a	n/a	n/a
132.81	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h038.png	n/a	n/a	n/a	n/a	n/a
163.3	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h037.png	n/a	n/a	n/a	n/a	n/a
196.9	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png	n/a	n/a	n/a	n/a	n/a
231.39	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png	n/a	n/a	n/a	n/a	n/a
270.41	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png	n/a	n/a	n/a	n/a	n/a
297.7	1.0	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png	n/a	n/a	n/a	n/a	n/a
327.2	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l049.png	n/a	n/a	n/a	n/a	n/a
372.6	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l026.png	n/a	n/a	n/a	n/a	n/a
7.24	1.51	expectrating	1	high_cue	n/a	59.63	Strong	59.63	Strong	0.45	1.06	h010.png	n/a	n/a	n/a	n/a	n/a
36.6	1.72	expectrating	2	low_cue	n/a	17.56	Moderate	17.56	Moderate	0.45	1.27	l047.png	n/a	n/a	n/a	n/a	n/a
73.62	2.32	expectrating	3	high_cue	n/a	71.06	Very Strong	71.06	Very Strong	0.85	1.47	h036.png	n/a	n/a	n/a	n/a	n/a
108.7	0.94	expectrating	4	high_cue	n/a	65.99	Very Strong	65.99	Very Strong	0.22	0.72	h026.png	n/a	n/a	n/a	n/a	n/a
135.91	1.68	expectrating	5	high_cue	n/a	56.44	Strong	56.44	Strong	0.4	1.28	h038.png	n/a	n/a	n/a	n/a	n/a
165.32	1.28	expectrating	6	high_cue	n/a	50.19	Strong	50.19	Strong	0.5	0.78	h037.png	n/a	n/a	n/a	n/a	n/a
199.3	1.54	expectrating	7	low_cue	n/a	18.73	Moderate	18.73	Moderate	0.35	1.19	l030.png	n/a	n/a	n/a	n/a	n/a
234.31	1.41	expectrating	8	low_cue	n/a	57.97	Strong	57.97	Strong	0.25	1.16	l045.png	n/a	n/a	n/a	n/a	n/a
272.21	1.68	expectrating	9	high_cue	n/a	53.55	Strong	53.55	Strong	0.07	1.62	h004.png	n/a	n/a	n/a	n/a	n/a
300.2	1.6	expectrating	10	low_cue	n/a	29.46	Strong	29.46	Strong	0.32	1.28	l009.png	n/a	n/a	n/a	n/a	n/a
329.1	2.79	expectrating	11	low_cue	n/a	26.46	Moderate	26.46	Moderate	0.85	1.94	l049.png	n/a	n/a	n/a	n/a	n/a
374.6	2.31	expectrating	12	low_cue	n/a	25.11	Moderate	25.11	Moderate	0.47	1.84	l026.png	n/a	n/a	n/a	n/a	n/a
12.57	12.27	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	12.58	16.44	21.44	24.86	success
