onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
11.3	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h037.png	n/a	n/a	n/a	n/a	n/a
44.3	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a	n/a	n/a
80.7	1.0	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png	n/a	n/a	n/a	n/a	n/a
105.59	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l035.png	n/a	n/a	n/a	n/a	n/a
133.8	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h009.png	n/a	n/a	n/a	n/a	n/a
169.5	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h054.png	n/a	n/a	n/a	n/a	n/a
204.39	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l022.png	n/a	n/a	n/a	n/a	n/a
234.3	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h016.png	n/a	n/a	n/a	n/a	n/a
266.7	1.0	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l056.png	n/a	n/a	n/a	n/a	n/a
294.79	1.0	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png	n/a	n/a	n/a	n/a	n/a
327.09	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png	n/a	n/a	n/a	n/a	n/a
366.5	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l015.png	n/a	n/a	n/a	n/a	n/a
14.21	2.37	expectrating	1	high_cue	n/a	97.27	Very Strong	97.27	Very Strong	0.35	2.02	h037.png	n/a	n/a	n/a	n/a	n/a
47.2	2.37	expectrating	2	low_cue	n/a	71.41	Very Strong	71.41	Very Strong	0.38	1.98	l044.png	n/a	n/a	n/a	n/a	n/a
83.7	1.9	expectrating	3	high_cue	n/a	112.23	Strongest sensation of any kind	112.23	Strongest sensation of any kind	0.4	1.5	h049.png	n/a	n/a	n/a	n/a	n/a
107.41	1.89	expectrating	4	low_cue	n/a	98.16	Strongest sensation of any kind	98.16	Strongest sensation of any kind	0.42	1.47	l035.png	n/a	n/a	n/a	n/a	n/a
135.6	2.12	expectrating	5	high_cue	n/a	118.21	Strongest sensation of any kind	118.21	Strongest sensation of any kind	0.38	1.73	h009.png	n/a	n/a	n/a	n/a	n/a
172.4	3.15	expectrating	6	high_cue	n/a	96.26	Very Strong	96.26	Very Strong	0.38	2.77	h054.png	n/a	n/a	n/a	n/a	n/a
207.29	1.78	expectrating	7	low_cue	n/a	78.64	Very Strong	78.64	Very Strong	0.38	1.4	l022.png	n/a	n/a	n/a	n/a	n/a
236.21	1.67	expectrating	8	high_cue	n/a	115.18	Strongest sensation of any kind	115.18	Strongest sensation of any kind	0.43	1.24	h016.png	n/a	n/a	n/a	n/a	n/a
268.5	1.47	expectrating	9	low_cue	n/a	83.76	Very Strong	83.76	Very Strong	0.33	1.13	l056.png	n/a	n/a	n/a	n/a	n/a
297.29	1.48	expectrating	10	high_cue	n/a	72.88	Very Strong	72.88	Very Strong	0.07	1.42	h004.png	n/a	n/a	n/a	n/a	n/a
330.01	2.24	expectrating	11	low_cue	n/a	94.15	Very Strong	94.15	Very Strong	0.38	1.85	l047.png	n/a	n/a	n/a	n/a	n/a
369.4	2.49	expectrating	12	low_cue	n/a	68.37	Very Strong	68.37	Very Strong	0.27	2.22	l015.png	n/a	n/a	n/a	n/a	n/a
19.34	32.17	stimulus	1	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	19.34	23.35	28.35	32.16	success
59.47	72.3	stimulus	2	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	59.47	63.48	68.48	72.29	success
90.03	102.85	stimulus	3	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	90.03	94.04	99.04	102.85	success
112.52	124.88	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	112.52	116.28	121.28	124.89	success
145.94	157.85	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	145.94	149.44	154.44	157.84	success
184.93	197.3	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	184.93	188.69	193.69	197.3	success
216.44	229.26	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	216.44	220.45	225.45	229.26	success
242.91	254.82	stimulus	8	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	242.91	246.41	251.41	254.81	success
278.83	290.73	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	278.83	282.33	287.33	290.73	success
305.92	318.28	stimulus	10	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	305.92	309.68	314.68	318.29	success
340.91	353.28	stimulus	11	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	340.91	344.67	349.67	353.28	success
374.22	386.12	stimulus	12	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	374.22	377.72	382.72	386.12	success
32.7	2.25	outcomerating	1	high_cue	high_stim	115.64	Strongest sensation of any kind	115.64	Strongest sensation of any kind	0.42	1.83	task-pain_scale.png	n/a	n/a	n/a	n/a	success
