,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,56,3,pain,6,low_cue,low_stim,1,1,0,low_stim,0.32599125123958267
1,56,3,pain,6,high_cue,med_stim,5,2,1,med_stim,0.6904239809204868
2,56,3,pain,6,high_cue,low_stim,4,3,2,low_stim,0.0874860074721522
3,56,3,pain,6,high_cue,high_stim,6,4,3,high_stim,0.005532307717945641
4,56,3,pain,6,low_cue,med_stim,2,5,4,med_stim,-0.17548266172340282
5,56,3,pain,6,low_cue,high_stim,3,6,5,high_stim,-0.9481199739074392
6,56,3,pain,6,low_cue,med_stim,2,7,6,med_stim,1.060412026576156
7,56,3,pain,6,low_cue,high_stim,3,8,7,high_stim,0.24754170784118115
8,56,3,pain,6,high_cue,low_stim,4,9,8,low_stim,-0.1001443737712488
9,56,3,pain,6,high_cue,high_stim,6,10,9,high_stim,-0.09747062660061044
10,56,3,pain,6,high_cue,med_stim,5,11,10,med_stim,0.23814701635350674
11,56,3,pain,6,low_cue,low_stim,1,12,11,low_stim,-0.5665227987894075
