,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,56,3,vicarious,4,high_cue,high_stim,6,0,high_stim,1.3330036217029468
1,56,3,vicarious,4,low_cue,high_stim,3,1,high_stim,0.6256535292845047
2,56,3,vicarious,4,low_cue,high_stim,3,2,high_stim,0.43110503200593064
3,56,3,vicarious,4,high_cue,high_stim,6,3,high_stim,-0.37999760168613333
4,56,3,vicarious,4,low_cue,low_stim,1,4,low_stim,-1.0682364440014758
5,56,3,vicarious,4,high_cue,low_stim,4,5,low_stim,-0.0007269452878596275
6,56,3,vicarious,4,low_cue,med_stim,2,6,med_stim,-1.0564246064433607
7,56,3,vicarious,4,high_cue,med_stim,5,7,med_stim,-0.5219138897984368
8,56,3,vicarious,4,high_cue,med_stim,5,8,med_stim,-0.5000233524012029
9,56,3,vicarious,4,low_cue,med_stim,2,9,med_stim,-0.3467629700563182
10,56,3,vicarious,4,high_cue,low_stim,4,10,low_stim,1.4073479105229934
11,56,3,vicarious,4,low_cue,low_stim,1,11,low_stim,1.2811041460088828
