,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,36,3,vicarious,4,high_cue,high_stim,6,0,high_stim,1.4247058601522409
1,36,3,vicarious,4,low_cue,high_stim,3,1,high_stim,0.8824007953076197
2,36,3,vicarious,4,low_cue,high_stim,3,2,high_stim,0.14161068468378568
3,36,3,vicarious,4,high_cue,high_stim,6,3,high_stim,-0.5393143764086934
4,36,3,vicarious,4,low_cue,low_stim,1,4,low_stim,-1.0033185022397857
5,36,3,vicarious,4,high_cue,low_stim,4,5,low_stim,-1.3539048261556934
6,36,3,vicarious,4,low_cue,med_stim,2,6,med_stim,-0.6470944923481545
7,36,3,vicarious,4,high_cue,med_stim,5,7,med_stim,-0.7587111988013101
8,36,3,vicarious,4,high_cue,med_stim,5,8,med_stim,-0.49687946539326844
9,36,3,vicarious,4,low_cue,med_stim,2,9,med_stim,0.8657410259193153
10,36,3,vicarious,4,high_cue,low_stim,4,10,low_stim,0.954948681160778
11,36,3,vicarious,4,low_cue,low_stim,1,11,low_stim,1.4009795956166706
