onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
11.59	1.0	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l021.png	n/a	n/a	n/a	n/a	n/a
42.38	1.0	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h052.png	n/a	n/a	n/a	n/a	n/a
74.2	0.98	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h048.png	n/a	n/a	n/a	n/a	n/a
110.59	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h005.png	n/a	n/a	n/a	n/a	n/a
139.89	1.0	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png	n/a	n/a	n/a	n/a	n/a
181.29	1.0	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l050.png	n/a	n/a	n/a	n/a	n/a
216.09	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l033.png	n/a	n/a	n/a	n/a	n/a
250.38	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l025.png	n/a	n/a	n/a	n/a	n/a
287.68	1.0	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png	n/a	n/a	n/a	n/a	n/a
318.0	1.0	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h006.png	n/a	n/a	n/a	n/a	n/a
343.89	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h028.png	n/a	n/a	n/a	n/a	n/a
374.79	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l052.png	n/a	n/a	n/a	n/a	n/a
14.81	1.87	expectrating	1	low_cue	n/a	53.67	Strong	53.67	Strong	0.5	1.37	l021.png	n/a	n/a	n/a	n/a	n/a
44.2	3.05	expectrating	2	high_cue	n/a	87.0	Very Strong	87.0	Very Strong	1.15	1.9	h052.png	n/a	n/a	n/a	n/a	n/a
77.4	1.83	expectrating	3	high_cue	n/a	88.8	Very Strong	88.8	Very Strong	0.45	1.38	h048.png	n/a	n/a	n/a	n/a	n/a
113.3	2.3	expectrating	4	high_cue	n/a	67.13	Very Strong	67.13	Very Strong	1.1	1.2	h005.png	n/a	n/a	n/a	n/a	n/a
143.11	1.81	expectrating	5	low_cue	n/a	51.02	Strong	51.02	Strong	0.38	1.42	l053.png	n/a	n/a	n/a	n/a	n/a
183.69	3.12	expectrating	6	low_cue	n/a	22.62	Moderate	22.62	Moderate	0.65	2.47	l050.png	n/a	n/a	n/a	n/a	n/a
218.69	2.89	expectrating	7	low_cue	n/a	17.99	Moderate	17.99	Moderate	0.53	2.36	l033.png	n/a	n/a	n/a	n/a	n/a
253.09	2.88	expectrating	8	low_cue	n/a	36.87	Strong	36.87	Strong	0.48	2.4	l025.png	n/a	n/a	n/a	n/a	n/a
289.5	2.18	expectrating	9	high_cue	n/a	81.71	Very Strong	81.71	Very Strong	0.6	1.58	h040.png	n/a	n/a	n/a	n/a	n/a
320.6	1.91	expectrating	10	high_cue	n/a	73.74	Very Strong	73.74	Very Strong	0.35	1.56	h006.png	n/a	n/a	n/a	n/a	n/a
