,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,73,4,vicarious,1,low_cue,high_stim,3,0,high_stim,0.5026547805681587
1,73,4,vicarious,1,high_cue,med_stim,5,1,med_stim,0.6465005526682948
2,73,4,vicarious,1,low_cue,low_stim,1,2,low_stim,-0.6153398322514396
3,73,4,vicarious,1,high_cue,low_stim,4,3,low_stim,1.210715892318794
4,73,4,vicarious,1,low_cue,med_stim,2,4,med_stim,-0.3359437317182454
5,73,4,vicarious,1,high_cue,high_stim,6,5,high_stim,-0.18091758974650504
6,73,4,vicarious,1,low_cue,low_stim,1,6,low_stim,0.03965247279888594
7,73,4,vicarious,1,low_cue,high_stim,3,7,high_stim,1.0478574336952973
8,73,4,vicarious,1,high_cue,high_stim,6,8,high_stim,0.04849277156364134
9,73,4,vicarious,1,high_cue,med_stim,5,9,med_stim,-1.0078127943041562
10,73,4,vicarious,1,high_cue,low_stim,4,10,low_stim,-1.4198351905458424
11,73,4,vicarious,1,low_cue,med_stim,2,11,med_stim,2.378334992466782
