,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,46,3,vicarious,4,low_cue,low_stim,1,0,low_stim,1.2169298551325183
1,46,3,vicarious,4,high_cue,med_stim,5,1,med_stim,0.28295443098325396
2,46,3,vicarious,4,high_cue,low_stim,4,2,low_stim,-0.7283833759882025
3,46,3,vicarious,4,high_cue,high_stim,6,3,high_stim,0.2798162948490477
4,46,3,vicarious,4,low_cue,med_stim,2,4,med_stim,-2.140909739346913
5,46,3,vicarious,4,low_cue,high_stim,3,5,high_stim,-0.558290704510703
6,46,3,vicarious,4,low_cue,med_stim,2,6,med_stim,0.3348068442709954
7,46,3,vicarious,4,low_cue,high_stim,3,7,high_stim,0.6701902528572965
8,46,3,vicarious,4,high_cue,low_stim,4,8,low_stim,0.8050433881944125
9,46,3,vicarious,4,high_cue,high_stim,6,9,high_stim,1.036615319242367
10,46,3,vicarious,4,high_cue,med_stim,5,10,med_stim,0.07129996551879059
11,46,3,vicarious,4,low_cue,low_stim,1,11,low_stim,-0.5291127748610542
