,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,59,3,pain,4,high_cue,high_stim,6,1,0,high_stim,0.5354847635016128
1,59,3,pain,4,low_cue,low_stim,1,2,1,low_stim,-0.4857953015991448
2,59,3,pain,4,high_cue,low_stim,4,3,2,low_stim,0.044469056179651016
3,59,3,pain,4,high_cue,med_stim,5,4,3,med_stim,-0.023180005277210508
4,59,3,pain,4,low_cue,low_stim,1,5,4,low_stim,0.043308667202382606
5,59,3,pain,4,low_cue,high_stim,3,6,5,high_stim,-0.15626543699410395
6,59,3,pain,4,low_cue,med_stim,2,7,6,med_stim,-0.5695919366117125
7,59,3,pain,4,low_cue,med_stim,2,8,7,med_stim,-0.4880847910074808
8,59,3,pain,4,low_cue,high_stim,3,9,8,high_stim,-0.3113029329654768
9,59,3,pain,4,high_cue,low_stim,4,10,9,low_stim,0.6497772056463935
10,59,3,pain,4,high_cue,med_stim,5,11,10,med_stim,0.7810372710365144
11,59,3,pain,4,high_cue,high_stim,6,12,11,high_stim,0.17891274707575006
