,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,58,4,pain,1,low_cue,high_stim,3,1,0,high_stim,2.3908300599441263
1,58,4,pain,1,high_cue,med_stim,5,2,1,med_stim,-0.31758913084822943
2,58,4,pain,1,low_cue,low_stim,1,3,2,low_stim,-0.39008623224618577
3,58,4,pain,1,low_cue,low_stim,1,4,3,low_stim,-0.9083183346730457
4,58,4,pain,1,high_cue,low_stim,4,5,4,low_stim,-0.5846856685778326
5,58,4,pain,1,high_cue,med_stim,5,6,5,med_stim,-0.9716877982295096
6,58,4,pain,1,high_cue,low_stim,4,7,6,low_stim,-0.9951681006274048
7,58,4,pain,1,low_cue,high_stim,3,8,7,high_stim,-0.6850127466576995
8,58,4,pain,1,low_cue,med_stim,2,9,8,med_stim,-0.2808412250885232
9,58,4,pain,1,low_cue,med_stim,2,10,9,med_stim,0.6146741155434011
10,58,4,pain,1,high_cue,high_stim,6,11,10,high_stim,0.8722123710629267
11,58,4,pain,1,high_cue,high_stim,6,12,11,high_stim,0.8498418340725361
