,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,58,4,vicarious,-2,high_cue,low_stim,4,0,low_stim,1.0096158589942934
1,58,4,vicarious,-2,high_cue,low_stim,4,1,low_stim,0.222521180474677
2,58,4,vicarious,-2,high_cue,med_stim,5,2,med_stim,-0.554144759794882
3,58,4,vicarious,-2,low_cue,med_stim,2,3,med_stim,-1.0886320004125423
4,58,4,vicarious,-2,high_cue,high_stim,6,4,high_stim,-1.582364035731856
5,58,4,vicarious,-2,low_cue,high_stim,3,5,high_stim,-0.3403589778882569
6,58,4,vicarious,-2,high_cue,high_stim,6,6,high_stim,2.6425748056319893
7,58,4,vicarious,-2,high_cue,med_stim,5,7,med_stim,0.8200703508769879
8,58,4,vicarious,-2,low_cue,low_stim,1,8,low_stim,0.2842048744451275
9,58,4,vicarious,-2,low_cue,high_stim,3,9,high_stim,-0.006272639416996306
10,58,4,vicarious,-2,low_cue,low_stim,1,10,low_stim,-0.2731271618445639
11,58,4,vicarious,-2,low_cue,med_stim,2,11,med_stim,-0.1355249048928833
