,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,58,4,vicarious,-2,high_cue,low_stim,4,0,low_stim,0.8075656669263
1,58,4,vicarious,-2,high_cue,low_stim,4,1,low_stim,0.04199863626011305
2,58,4,vicarious,-2,high_cue,med_stim,5,2,med_stim,-0.6616798395894238
3,58,4,vicarious,-2,low_cue,med_stim,2,3,med_stim,-1.1833614771415368
4,58,4,vicarious,-2,high_cue,high_stim,6,4,high_stim,-1.6117883083444404
5,58,4,vicarious,-2,low_cue,high_stim,3,5,high_stim,-0.591806754930036
6,58,4,vicarious,-2,high_cue,high_stim,6,6,high_stim,2.240166612378629
7,58,4,vicarious,-2,high_cue,med_stim,5,7,med_stim,0.6840108454864317
8,58,4,vicarious,-2,low_cue,low_stim,1,8,low_stim,0.21750677483655204
9,58,4,vicarious,-2,low_cue,high_stim,3,9,high_stim,-0.03338590399877968
10,58,4,vicarious,-2,low_cue,low_stim,1,10,low_stim,-0.28826291418831385
11,58,4,vicarious,-2,low_cue,med_stim,2,11,med_stim,-0.14295103161120376
