onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
9.11	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h002.png	n/a	n/a	n/a	n/a	n/a
45.5	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png	n/a	n/a	n/a	n/a	n/a
87.2	1.0	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png	n/a	n/a	n/a	n/a	n/a
129.1	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h020.png	n/a	n/a	n/a	n/a	n/a
155.39	1.0	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l032.png	n/a	n/a	n/a	n/a	n/a
189.59	1.0	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l031.png	n/a	n/a	n/a	n/a	n/a
214.1	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l038.png	n/a	n/a	n/a	n/a	n/a
238.99	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a	n/a	n/a
268.0	1.0	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l005.png	n/a	n/a	n/a	n/a	n/a
305.0	1.0	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png	n/a	n/a	n/a	n/a	n/a
339.2	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h035.png	n/a	n/a	n/a	n/a	n/a
370.09	1.0	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h056.png	n/a	n/a	n/a	n/a	n/a
10.72	2.25	expectrating	1	high_cue	n/a	24.97	Moderate	24.97	Moderate	1.07	1.18	h002.png	n/a	n/a	n/a	n/a	n/a
47.4	1.67	expectrating	2	low_cue	n/a	0.73	No sensation	0.73	No sensation	0.58	1.09	l040.png	n/a	n/a	n/a	n/a	n/a
89.5	1.97	expectrating	3	high_cue	n/a	23.44	Moderate	23.44	Moderate	0.72	1.25	h033.png	n/a	n/a	n/a	n/a	n/a
131.0	2.31	expectrating	4	high_cue	n/a	8.59	Weak	8.59	Weak	0.72	1.59	h020.png	n/a	n/a	n/a	n/a	n/a
158.61	1.58	expectrating	5	low_cue	n/a	2.78	Barely detectable	2.78	Barely detectable	0.38	1.2	l032.png	n/a	n/a	n/a	n/a	n/a
192.31	1.67	expectrating	6	low_cue	n/a	2.08	Barely detectable	2.08	Barely detectable	0.48	1.18	l031.png	n/a	n/a	n/a	n/a	n/a
216.4	3.56	expectrating	7	low_cue	n/a	8.33	Weak	8.33	Weak	0.75	2.81	l038.png	n/a	n/a	n/a	n/a	n/a
241.39	2.42	expectrating	8	low_cue	n/a	3.23	Weak	3.23	Weak	0.77	1.65	l044.png	n/a	n/a	n/a	n/a	n/a
271.2	1.65	expectrating	9	low_cue	n/a	5.76	Weak	5.76	Weak	0.53	1.12	l005.png	n/a	n/a	n/a	n/a	n/a
308.1	1.92	expectrating	10	high_cue	n/a	22.28	Moderate	22.28	Moderate	0.83	1.09	h001.png	n/a	n/a	n/a	n/a	n/a
341.9	2.26	expectrating	11	high_cue	n/a	30.64	Strong	30.64	Strong	0.48	1.78	h035.png	n/a	n/a	n/a	n/a	n/a
372.81	2.53	expectrating	12	high_cue	n/a	10.39	Moderate	10.39	Moderate	1.92	0.62	h056.png	n/a	n/a	n/a	n/a	n/a
20.67	33.49	stimulus	1	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	20.67	24.68	29.68	33.49	success
58.74	70.64	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	58.74	62.24	67.24	70.64	success
102.53	114.43	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	102.53	106.03	111.03	114.43	success
136.14	148.51	stimulus	4	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	136.14	139.9	144.9	148.51	success
168.53	180.44	stimulus	5	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	168.53	172.03	177.03	180.43	success
197.73	210.55	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	197.73	201.74	206.74	210.55	success
222.13	234.49	stimulus	7	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	222.13	225.89	230.89	234.5	success
246.55	258.91	stimulus	8	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	246.55	250.31	255.31	258.92	success
279.73	292.55	stimulus	9	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	279.73	283.74	288.74	292.55	success
315.12	327.02	stimulus	10	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	315.12	318.62	323.62	327.02	success
350.45	362.81	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	350.45	354.21	359.21	362.82	success
385.52	398.35	stimulus	12	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	385.52	389.53	394.53	398.34	success
32.6	1.8	outcomerating	1	high_cue	high_stim	7.96	Weak	7.96	Weak	0.5	1.3	task-pain_scale.png	n/a	n/a	n/a	n/a	success
75.5	2.12	outcomerating	2	low_cue	low_stim	0.0		0.0		0.33	1.79	task-pain_scale.png	n/a	n/a	n/a	n/a	success
118.4	2.04	outcomerating	3	high_cue	low_stim	5.07	Weak	5.07	Weak	0.4	1.64	task-pain_scale.png	n/a	n/a	n/a	n/a	success
148.61	2.68	outcomerating	4	high_cue	med_stim	18.0	Moderate	18.0	Moderate	0.65	2.03	task-pain_scale.png	n/a	n/a	n/a	n/a	success
184.3	2.54	outcomerating	5	low_cue	low_stim	3.68	Weak	3.68	Weak	0.82	1.72	task-pain_scale.png	n/a	n/a	n/a	n/a	success
208.2	2.79	outcomerating	6	low_cue	high_stim	17.78	Moderate	17.78	Moderate	1.3	1.49	task-pain_scale.png	n/a	n/a	n/a	n/a	success
232.71	3.15	outcomerating	7	low_cue	med_stim	10.68	Moderate	10.68	Moderate	1.12	2.03	task-pain_scale.png	n/a	n/a	n/a	n/a	success
261.7	2.24	outcomerating	8	low_cue	med_stim	8.52	Weak	8.52	Weak	0.5	1.74	task-pain_scale.png	n/a	n/a	n/a	n/a	success
294.9	2.07	outcomerating	9	low_cue	high_stim	16.9	Moderate	16.9	Moderate	0.52	1.55	task-pain_scale.png	n/a	n/a	n/a	n/a	success
328.61	3.1	outcomerating	10	high_cue	low_stim	12.03	Moderate	12.03	Moderate	0.98	2.12	task-pain_scale.png	n/a	n/a	n/a	n/a	success
364.91	3.17	outcomerating	11	high_cue	med_stim	22.36	Moderate	22.36	Moderate	0.45	2.72	task-pain_scale.png	n/a	n/a	n/a	n/a	success
395.0	3.04	outcomerating	12	high_cue	high_stim	7.9	Weak	7.9	Weak	0.67	2.37	task-pain_scale.png	n/a	n/a	n/a	n/a	success
