,index,nifti_name,sub,ses,run,task,ev,num,onset,dur,mod,regressor,cue_type,stim_type,expect_rating,actual_rating,cue_con,stim_lin,stim_quad
0,0,sub-0025_ses-01_run-01-pain_ev-cue-0000,25,1,1,pain,cue,0,10.083889961242676,1,1,True,high_cue,med_stim,,17.281498371816646,1,0,-2
1,1,sub-0025_ses-01_run-01-pain_ev-cue-0001,25,1,1,pain,cue,1,36.29367017745972,1,1,True,high_cue,low_stim,,17.281498371816646,1,0,-2
2,2,sub-0025_ses-01_run-01-pain_ev-cue-0002,25,1,1,pain,cue,2,68.38896989822388,1,1,True,low_cue,med_stim,2.786533569493248,3.461253877954156,1,-1,1
3,3,sub-0025_ses-01_run-01-pain_ev-cue-0003,25,1,1,pain,cue,3,103.08524012565613,1,1,True,high_cue,high_stim,2.786533569493248,3.461253877954156,1,-1,1
4,4,sub-0025_ses-01_run-01-pain_ev-cue-0004,25,1,1,pain,cue,4,139.59886002540588,1,1,True,high_cue,high_stim,31.48497737658885,22.123809987645178,-1,0,-2
5,5,sub-0025_ses-01_run-01-pain_ev-cue-0005,25,1,1,pain,cue,5,175.695650100708,1,1,True,low_cue,high_stim,31.48497737658885,22.123809987645178,-1,0,-2
6,6,sub-0025_ses-01_run-01-pain_ev-cue-0006,25,1,1,pain,cue,6,203.08920001983643,1,1,True,high_cue,med_stim,7.2405901296450095,21.020743165346502,1,1,1
7,7,sub-0025_ses-01_run-01-pain_ev-cue-0007,25,1,1,pain,cue,7,235.78473019599915,1,1,True,high_cue,low_stim,7.2405901296450095,21.020743165346502,1,1,1
8,8,sub-0025_ses-01_run-01-pain_ev-cue-0008,25,1,1,pain,cue,8,262.7948000431061,1,1,True,low_cue,high_stim,33.98127609600107,25.24399900253541,1,1,1
9,9,sub-0025_ses-01_run-01-pain_ev-cue-0009,25,1,1,pain,cue,9,294.58999013900757,1,1,True,low_cue,low_stim,33.98127609600107,25.24399900253541,1,1,1
10,10,sub-0025_ses-01_run-01-pain_ev-cue-0010,25,1,1,pain,cue,10,332.9876401424408,1,1,True,low_cue,low_stim,28.23744553816726,20.91063035443729,-1,1,1
11,11,sub-0025_ses-01_run-01-pain_ev-cue-0011,25,1,1,pain,cue,11,372.2856299877167,1,1,True,low_cue,med_stim,28.23744553816726,20.91063035443729,-1,1,1
12,12,sub-0025_ses-01_run-01-pain_ev-stim-0000,25,1,1,pain,stim,0,20.270320177078247,5,1,True,high_cue,med_stim,2.9482507219327045,10.544758875006773,1,0,-2
13,13,sub-0025_ses-01_run-01-pain_ev-stim-0001,25,1,1,pain,stim,1,47.53856015205383,5,1,True,high_cue,low_stim,2.9482507219327045,10.544758875006773,1,0,-2
14,14,sub-0025_ses-01_run-01-pain_ev-stim-0002,25,1,1,pain,stim,2,80.53341007232666,5,1,True,low_cue,med_stim,25.001811672838173,90.96556778740091,1,-1,1
15,15,sub-0025_ses-01_run-01-pain_ev-stim-0003,25,1,1,pain,stim,3,115.2150399684906,5,1,True,high_cue,high_stim,25.001811672838173,90.96556778740091,1,-1,1
16,16,sub-0025_ses-01_run-01-pain_ev-stim-0004,25,1,1,pain,stim,4,159.85671997070312,5,1,True,high_cue,high_stim,8.999251045839285,9.84582236785257,-1,1,1
17,17,sub-0025_ses-01_run-01-pain_ev-stim-0005,25,1,1,pain,stim,5,187.71082997322083,5,1,True,low_cue,high_stim,8.999251045839285,9.84582236785257,-1,1,1
18,18,sub-0025_ses-01_run-01-pain_ev-stim-0006,25,1,1,pain,stim,6,217.62644004821777,5,1,True,high_cue,med_stim,33.18685529986283,23.843716799116223,-1,-1,1
19,19,sub-0025_ses-01_run-01-pain_ev-stim-0007,25,1,1,pain,stim,7,245.30608010292053,5,1,True,high_cue,low_stim,33.18685529986283,23.843716799116223,-1,-1,1
20,20,sub-0025_ses-01_run-01-pain_ev-stim-0008,25,1,1,pain,stim,8,272.8544101715088,5,1,True,low_cue,high_stim,58.72844101338807,22.75097634278764,-1,-1,1
21,21,sub-0025_ses-01_run-01-pain_ev-stim-0009,25,1,1,pain,stim,9,308.9177601337433,5,1,True,low_cue,low_stim,58.72844101338807,22.75097634278764,-1,-1,1
22,22,sub-0025_ses-01_run-01-pain_ev-stim-0010,25,1,1,pain,stim,10,353.74857997894287,5,1,True,low_cue,low_stim,3.5763343749973515,20.69545073406328,-1,0,-2
23,23,sub-0025_ses-01_run-01-pain_ev-stim-0011,25,1,1,pain,stim,11,381.4334399700165,5,1,True,low_cue,med_stim,3.5763343749973515,20.69545073406328,-1,0,-2
24,24,sub-0025_ses-01_run-01-pain_ev-rating-0nan,25,1,1,pain,rating,,"[-1621030824.1780498, -1621030805.1042697, -1621030797.4013999, -1621030780.79521, -1621030765.28943, -1621030740.19673, -1621030730.60983, -1621030709.6019897, -1621030694.89651, -1621030666.9027398, -1621030658.0994499, -1621030640.6095998, -1621030631.2060897, -1621030606.5969098, -1621030598.8106697, -1621030579.60351, -1621030571.60053, -1621030546.8079498, -1621030539.10508, -1621030517.7971299, -1621030501.0075397, -1621030474.5976899, -1621030462.3097699, -1621030441.8021197]","[4.0, 4.0, 4.0, 3.10141158103943, 3.00134897232056, 4.0, 4.0, 3.66861891746521, 3.05133605003357, 3.3390297889709504, 3.95808243751526, 4.0, 4.0, 3.5683681964874303, 3.35145545005798, 4.0, 4.0, 4.0, 3.4186253547668497, 4.0, 3.24206757545471, 3.70159149169922, 2.6177585124969505, 3.30269861221313]",1,False,,,,,,,
25,25,csf,25,1,1,pain,,,,,,False,,,,,,,
26,26,white_matter,25,1,1,pain,,,,,,False,,,,,,,
27,27,trans_x,25,1,1,pain,,,,,,False,,,,,,,
28,28,trans_y,25,1,1,pain,,,,,,False,,,,,,,
29,29,trans_z,25,1,1,pain,,,,,,False,,,,,,,
30,30,rot_x,25,1,1,pain,,,,,,False,,,,,,,
31,31,rot_y,25,1,1,pain,,,,,,False,,,,,,,
32,32,rot_z,25,1,1,pain,,,,,,False,,,,,,,
33,33,dummy,25,1,1,pain,,,,,,False,,,,,,,
34,34,intercept,25,1,1,pain,,,,,,False,,,,,,,
35,0,sub-0025_ses-01_run-02-cognitive_ev-cue-0000,25,1,2,cognitive,cue,0,14.213950157165527,1,1,True,low_cue,low_stim,19.4527870602187,3.0250119075636897,-1,-1,1
36,1,sub-0025_ses-01_run-02-cognitive_ev-cue-0001,25,1,2,cognitive,cue,1,43.80832004547119,1,1,True,low_cue,med_stim,19.4527870602187,3.0250119075636897,-1,-1,1
37,2,sub-0025_ses-01_run-02-cognitive_ev-cue-0002,25,1,2,cognitive,cue,2,77.80433011054993,1,1,True,high_cue,med_stim,0.713188635017589,3.000661413462149,-1,0,-2
38,3,sub-0025_ses-01_run-02-cognitive_ev-cue-0003,25,1,2,cognitive,cue,3,110.51653003692627,1,1,True,low_cue,high_stim,0.713188635017589,3.000661413462149,-1,0,-2
39,4,sub-0025_ses-01_run-02-cognitive_ev-cue-0004,25,1,2,cognitive,cue,4,150.71485996246338,1,1,True,high_cue,med_stim,26.67566065262989,69.99671890868271,1,0,-2
40,5,sub-0025_ses-01_run-02-cognitive_ev-cue-0005,25,1,2,cognitive,cue,5,178.70863008499146,1,1,True,low_cue,high_stim,26.67566065262989,69.99671890868271,1,0,-2
41,6,sub-0025_ses-01_run-02-cognitive_ev-cue-0006,25,1,2,cognitive,cue,6,205.40192008018494,1,1,True,low_cue,low_stim,17.249688004299614,5.756338261123381,-1,1,1
42,7,sub-0025_ses-01_run-02-cognitive_ev-cue-0007,25,1,2,cognitive,cue,7,237.51389002799988,1,1,True,high_cue,high_stim,17.249688004299614,5.756338261123381,-1,1,1
43,8,sub-0025_ses-01_run-02-cognitive_ev-cue-0008,25,1,2,cognitive,cue,8,265.8077800273895,1,1,True,high_cue,high_stim,28.30075576600638,61.547979693784505,1,0,-2
44,9,sub-0025_ses-01_run-02-cognitive_ev-cue-0009,25,1,2,cognitive,cue,9,296.7026300430298,1,1,True,high_cue,low_stim,28.30075576600638,61.547979693784505,1,0,-2
45,10,sub-0025_ses-01_run-02-cognitive_ev-cue-0010,25,1,2,cognitive,cue,10,332.7160601615906,1,1,True,high_cue,low_stim,17.660728657993946,59.836908761560686,-1,1,1
