,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,58,3,pain,3,low_cue,low_stim,1,1,0,low_stim,0.27523791213592474
1,58,3,pain,3,low_cue,med_stim,2,2,1,med_stim,0.3584776682448261
2,58,3,pain,3,low_cue,low_stim,1,3,2,low_stim,0.12474711024639959
3,58,3,pain,3,low_cue,high_stim,3,4,3,high_stim,0.00014491030180714245
4,58,3,pain,3,high_cue,med_stim,5,5,4,med_stim,0.19445291103464135
5,58,3,pain,3,high_cue,high_stim,6,6,5,high_stim,0.32120171434754824
6,58,3,pain,3,high_cue,med_stim,5,7,6,med_stim,0.08706531727691472
7,58,3,pain,3,high_cue,low_stim,4,8,7,low_stim,-3.675570640924927
8,58,3,pain,3,high_cue,low_stim,4,9,8,low_stim,0.29620223461384176
9,58,3,pain,3,high_cue,high_stim,6,10,9,high_stim,0.06286190604386653
10,58,3,pain,3,low_cue,med_stim,2,11,10,med_stim,0.19273653093158064
11,58,3,pain,3,low_cue,high_stim,3,12,11,high_stim,0.7619299527274674
