param_fmriSession,param_runNum,param_counterbalanceVer,param_counterbalanceBlockNum,param_cue_type,param_administer_type,param_cond_type,param_triggerOnset,p1_fixation_onset,p1_fixation_duration,p2_cue_onset,p2_cue_type,p2_cue_filename,p3_expect_onset,p3_expect_responseonset,p3_expect_RT,p4_fixation_onset,p4_fixation_duration,p5_administer_type,p5_administer_onset,p6_actual_onset,p6_actual_responseonset,p6_actual_RT,param_end_instruct_onset,param_experimentDuration
1,2,2,2,high,49,4,5596.53415725051,5599.29487030272,3.01006150754347,5602.32058751492,high,h018.png,5603.32874198346,3.38313688203198,5603.35389507721,0,0,49,5607.45276324875,5614.61236637292,3.41650250342809,5614.63656405688,6256.16682999728,659.63267274676
1,2,2,2,high,50,6,5596.53415725051,5618.67071955212,3.01573617727536,5621.70281624456,high,h032.png,5622.71085729532,3.24980833744939,5622.7361292077,0,0,50,5626.79068478147,5633.88603241102,2.86652293213047,5633.90213827626,6256.16682999728,659.63267274676
1,2,2,2,low,49,3,5596.53415725051,5637.93621950986,3.01577587349948,5640.96839478462,low,l051.png,5641.97592923594,2.99977586485784,5642.00178524991,0,0,49,5646.05725464696,5653.06803716755,3.36650281397579,5653.08437256878,6256.16682999728,659.63267274676
1,2,2,2,low,48,1,5596.53415725051,5657.11838656183,4.01585715624424,5661.15056885769,low,l019.png,5662.15864528399,2.81652729331472,5662.18387804024,0,0,48,5666.23864235673,5673.26024952452,NaN,5673.28322985761,6256.16682999728,659.63267274676
1,2,2,2,high,50,6,5596.53415725051,5677.30150983373,0.115145783707703,5677.44964290951,high,h044.png,5678.45827913359,3.59982452648819,5678.48294831147,0,0,50,5682.64277476065,5689.66895887606,2.79987918305687,5689.68228951617,6256.16682999728,659.63267274676
1,2,2,2,low,48,1,5596.53415725051,5693.71681442933,0.715328926422444,5694.44868506933,low,l054.png,5695.4561776641,2.76644335065339,5695.48205528145,0,0,48,5699.53533895579,5706.54411560189,3.58315643309743,5706.56466285349,6256.16682999728,659.63267274676
1,2,2,2,low,50,5,5596.53415725051,5710.68158632592,0.51622805939769,5711.21439876558,low,l047.png,5712.22176390036,3.09986813832529,5712.23099097708,0,0,50,5716.28362276921,5723.29555999085,2.78320433860881,5723.31370926648,6256.16682999728,659.63267274676
1,2,2,2,high,48,2,5596.53415725051,5727.34757230586,3.01597570483045,5730.3799916989,high,h021.png,5731.38715727239,3.46649031101606,5731.39659822264,0,0,48,5735.44912307801,5742.45755812054,NaN,5742.47929355844,6256.16682999728,659.63267274676
1,2,2,2,high,49,4,5596.53415725051,5746.4961757954,2.71634968646686,5749.2288959886,high,h049.png,5750.23607857476,2.59989392736861,5750.2454952212,0,0,49,5754.29826662522,5761.31129994872,NaN,5761.32822917305,6256.16682999728,659.63267274676
1,2,2,2,high,50,6,5596.53415725051,5765.34512383197,1.21626178768565,5766.57793219399,high,h023.png,5767.58531056084,3.23308947609894,5767.61128431327,0,0,50,5771.66375948085,5778.68191064677,2.96654985535224,5778.69389809628,6256.16682999728,659.63267274676
