,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,47,1,vicarious,6,high_cue,low_stim,4,0,low_stim,1.3929231943335327
1,47,1,vicarious,6,low_cue,med_stim,2,1,med_stim,0.29235038102481076
2,47,1,vicarious,6,high_cue,high_stim,6,2,high_stim,-0.4802151971474968
3,47,1,vicarious,6,low_cue,high_stim,3,3,high_stim,-0.581781878313224
4,47,1,vicarious,6,high_cue,low_stim,4,4,low_stim,-1.0074151765437886
5,47,1,vicarious,6,high_cue,med_stim,5,5,med_stim,-1.1248577856144772
6,47,1,vicarious,6,low_cue,high_stim,3,6,high_stim,-1.0831944152271835
7,47,1,vicarious,6,high_cue,med_stim,5,7,med_stim,-0.8762512864010021
8,47,1,vicarious,6,low_cue,low_stim,1,8,low_stim,-0.4176251284228418
9,47,1,vicarious,6,low_cue,low_stim,1,9,low_stim,0.2956876451864787
10,47,1,vicarious,6,high_cue,high_stim,6,10,high_stim,1.1559471040550902
11,47,1,vicarious,6,low_cue,med_stim,2,11,med_stim,1.9037682728074352
