,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,75,3,vicarious,4,high_cue,low_stim,4,0,low_stim,0.574025003843367
1,75,3,vicarious,4,low_cue,low_stim,1,1,low_stim,0.5869491692897166
2,75,3,vicarious,4,low_cue,med_stim,2,2,med_stim,-0.2330073516151497
3,75,3,vicarious,4,low_cue,high_stim,3,3,high_stim,-0.6023190857694016
4,75,3,vicarious,4,high_cue,med_stim,5,4,med_stim,0.3059810718489677
5,75,3,vicarious,4,high_cue,high_stim,6,5,high_stim,-0.4850512616810545
6,75,3,vicarious,4,high_cue,low_stim,4,6,low_stim,0.6923459895370161
7,75,3,vicarious,4,high_cue,high_stim,6,7,high_stim,0.5162381516965713
8,75,3,vicarious,4,low_cue,low_stim,1,8,low_stim,-0.011928972854369922
9,75,3,vicarious,4,low_cue,med_stim,2,9,med_stim,0.030331176122472863
10,75,3,vicarious,4,low_cue,high_stim,3,10,high_stim,0.018630264909514395
11,75,3,vicarious,4,high_cue,med_stim,5,11,med_stim,-0.3317695535297724
