,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,44,1,vicarious,1,high_cue,high_stim,6,0,high_stim,0.3618857501936774
1,44,1,vicarious,1,low_cue,low_stim,1,1,low_stim,1.587667607640673
2,44,1,vicarious,1,high_cue,low_stim,4,2,low_stim,-0.031104424937718405
3,44,1,vicarious,1,high_cue,med_stim,5,3,med_stim,-1.0481453597371286
4,44,1,vicarious,1,low_cue,low_stim,1,4,low_stim,-0.7055229703173915
5,44,1,vicarious,1,low_cue,high_stim,3,5,high_stim,-1.100469935216399
6,44,1,vicarious,1,low_cue,med_stim,2,6,med_stim,-1.223071278531388
7,44,1,vicarious,1,low_cue,med_stim,2,7,med_stim,-0.9369306632881756
8,44,1,vicarious,1,low_cue,high_stim,3,8,high_stim,-0.4703763504598351
9,44,1,vicarious,1,high_cue,low_stim,4,9,low_stim,0.32038646408597493
10,44,1,vicarious,1,high_cue,med_stim,5,10,med_stim,0.8418748284260454
11,44,1,vicarious,1,high_cue,high_stim,6,11,high_stim,1.6531963286570661
