,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,62,3,vicarious,5,high_cue,low_stim,4,0,low_stim,1.3377987163506582
1,62,3,vicarious,5,high_cue,high_stim,6,1,high_stim,0.12146075841725965
2,62,3,vicarious,5,high_cue,med_stim,5,2,med_stim,-0.6332689079661581
3,62,3,vicarious,5,low_cue,low_stim,1,3,low_stim,-0.9501783513445352
4,62,3,vicarious,5,high_cue,high_stim,6,4,high_stim,0.12850224872096058
5,62,3,vicarious,5,high_cue,low_stim,4,5,low_stim,-0.5813116344822659
6,62,3,vicarious,5,low_cue,med_stim,2,6,med_stim,-0.8449438221416185
7,62,3,vicarious,5,low_cue,high_stim,3,7,high_stim,-0.775099213274058
8,62,3,vicarious,5,low_cue,med_stim,2,8,med_stim,-0.993303357329206
9,62,3,vicarious,5,low_cue,low_stim,1,9,low_stim,0.3180943425307482
10,62,3,vicarious,5,high_cue,med_stim,5,10,med_stim,1.6240474730220549
11,62,3,vicarious,5,low_cue,high_stim,3,11,high_stim,1.5439586797051577
