,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,62,3,pain,2,low_cue,low_stim,1,1,0,low_stim,-1.064547203233523
1,62,3,pain,2,low_cue,med_stim,2,2,1,med_stim,1.1967319854360214
2,62,3,pain,2,low_cue,low_stim,1,3,2,low_stim,1.353182713306353
3,62,3,pain,2,low_cue,high_stim,3,4,3,high_stim,-0.18069053595269802
4,62,3,pain,2,high_cue,med_stim,5,5,4,med_stim,-1.4375556065369504
5,62,3,pain,2,high_cue,high_stim,6,6,5,high_stim,0.8483355944788668
6,62,3,pain,2,high_cue,med_stim,5,7,6,med_stim,0.6389775230395011
7,62,3,pain,2,high_cue,low_stim,4,8,7,low_stim,-0.17001550447082625
8,62,3,pain,2,high_cue,low_stim,4,9,8,low_stim,0.18135466099148234
9,62,3,pain,2,high_cue,high_stim,6,10,9,high_stim,0.027146076472949195
10,62,3,pain,2,low_cue,med_stim,2,11,10,med_stim,-0.09889700248646559
11,62,3,pain,2,low_cue,high_stim,3,12,11,high_stim,-0.5093204651769625
