,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,35,3,vicarious,4,high_cue,low_stim,4,0,low_stim,0.8896973412023936
1,35,3,vicarious,4,low_cue,low_stim,1,1,low_stim,0.6750381784638988
2,35,3,vicarious,4,low_cue,med_stim,2,2,med_stim,0.39820187391805195
3,35,3,vicarious,4,low_cue,high_stim,3,3,high_stim,0.07182466953523246
4,35,3,vicarious,4,high_cue,med_stim,5,4,med_stim,-0.22188387601379217
5,35,3,vicarious,4,high_cue,high_stim,6,5,high_stim,-0.5093217898504125
6,35,3,vicarious,4,high_cue,low_stim,4,6,low_stim,-0.8370778268453843
7,35,3,vicarious,4,high_cue,high_stim,6,7,high_stim,-1.359416274441528
8,35,3,vicarious,4,low_cue,low_stim,1,8,low_stim,-1.6617517205325874
9,35,3,vicarious,4,low_cue,med_stim,2,9,med_stim,0.4313516635830008
10,35,3,vicarious,4,low_cue,high_stim,3,10,high_stim,1.0854596889813604
11,35,3,vicarious,4,high_cue,med_stim,5,11,med_stim,0.5976963304213759
